	Steps	Time [s]	[A] Probe1_Heat Flux_Carrier_center  (Total) [W/m²]	[B] Probe2_Heat Flux_Carrier_corner1  (Total) [W/m²]	[C] Probe3_Heat Flux_GuideRail_top  (Total) [W/m²]	[D] Probe4_Heat Flux_GuideRail_middle  (Total) [W/m²]	[E] Probe5_Heat Flux_GuideRail_bottom  (Total) [W/m²]	[F] Probe6_Heat Flux_MotorBase_front  (Total) [W/m²]	[G] Probe7_Heat Flux_MotorBase_side  (Total) [W/m²]	[H] Probe8_Heat Flux_MotorBase_corner  (Total) [W/m²]	[I] Probe9_Heat Flux_BearingTop  (Total) [W/m²]	[J] Probe10_Heat Flux_BearingBottom  (Total) [W/m²]	[K] Probe11_Heat Flux_Structure_front_1  (Total) [W/m²]	[L] Probe12_Heat Flux_Structure_front_2  (Total) [W/m²]	[M] Probe13_Heat Flux_Structure_front_3  (Total) [W/m²]	[N] Probe14_Heat Flux_Structure_front_4  (Total) [W/m²]	[O] Probe15_Heat Flux_Structure_lateral_1  (Total) [W/m²]	[P] Probe16_Heat Flux_Structure_lateral_2  (Total) [W/m²]	[Q] Probe17_Heat Flux_Structure_lateral_3  (Total) [W/m²]	[R] Probe18_Heat Flux_Structure_lateral_4  (Total) [W/m²]	[S] Probe19_Heat Flux_Structure_lateral_5  (Total) [W/m²]	[T] Probe20_Heat Flux_Structure_top_1  (Total) [W/m²]	[U] Probe21_Heat Flux_Structure_top_2  (Total) [W/m²]	[V] Probe22_Heat Flux_Structure_top_3  (Total) [W/m²]	[W] Probe23_Heat Flux_Structure_top_4  (Total) [W/m²]	[X] Probe24_Heat Flux_Structure_back_1  (Total) [W/m²]	[Y] Probe25_Heat Flux_Structure_back_2  (Total) [W/m²]	[Z] Probe26_Heat Flux_Structure_back_3  (Total) [W/m²]	[AA] Probe27_Heat Flux_Structure_back_4  (Total) [W/m²]	[AB] Probe28_Heat Flux_Structure_back_5  (Total) [W/m²]	[AC] Probe29_Heat Flux_Structure_back_6  (Total) [W/m²]	
1	1	1,	1,4355e-004	2,299e-004	5,3815e-002	1036,9	3,8226	1057,4	1056,7	1055,8	101,1	123,38	6,5758e-004	1,6484e-007	1,5328	139,38	12,006	8,1817e-005	6,4038e-008	9,4503e-007	5,2177e-008	1,3058e-004	5,3317e-006	8,1845e-006	6,0937e-002	6,7634e-007	2,2493e-008	4,8703e-004	2,3456	8,9645e-008	287,97	
2	1	2,	1,4609e-004	1,2311e-004	4,5704e-002	1203,1	6,0804	1325,9	1322,9	1322,6	160,93	163,97	5,3762e-004	1,0092e-007	5,7154	481,65	15,03	6,2437e-004	5,8505e-008	6,5305e-007	1,3572e-007	1,0978e-004	7,1481e-006	3,928e-006	6,3811e-002	1,4176e-006	3,0048e-008	7,8021e-004	3,1055	6,1233e-008	388,	
3	1	3,	1,916e-004	3,0294e-004	4,8451e-002	1242,5	4,0306	1409,9	1408,7	1407,9	189,25	172,53	6,4902e-004	1,4245e-007	5,2234	804,93	40,344	8,9772e-004	3,2227e-008	4,5107e-007	4,5098e-008	4,2794e-005	1,3041e-005	8,3103e-006	0,13595	3,0224e-006	3,0155e-008	1,7603e-003	6,8718	3,9209e-008	927,52	
4	1	4,	2,8842e-004	6,8576e-004	5,4678e-002	1254,2	4,3285	1443,9	1444,2	1442,5	202,56	172,85	9,1667e-004	8,6376e-008	5,6798	1216,5	69,617	2,0344e-003	9,9432e-008	4,6226e-007	6,1763e-008	1,8755e-005	2,596e-005	9,1512e-006	0,29053	5,4012e-006	3,0512e-008	2,9818e-003	10,03	3,7626e-008	1504,4	
5	1	5,	4,2058e-004	1,2935e-003	7,1135e-002	1258,	4,3934	1461,1	1462,3	1459,6	208,5	171,05	1,221e-003	1,6153e-007	7,5817	1750,9	112,93	3,9749e-003	1,6112e-007	9,1769e-007	1,2432e-007	5,6453e-006	5,8051e-005	8,7251e-006	0,57196	8,6024e-006	3,0285e-008	4,49e-003	12,284	3,9666e-008	2212,1	
6	1	6,	5,753e-004	2,1703e-003	9,855e-002	1259,3	4,3312	1471,3	1473,2	1469,4	210,65	168,92	1,5263e-003	3,635e-007	10,284	2375,7	173,18	6,6443e-003	2,2083e-007	1,5384e-006	2,0515e-007	1,4871e-005	1,2159e-004	5,2229e-006	1,048	1,2642e-005	3,0197e-008	6,2406e-003	12,231	4,6403e-008	3011,9	
7	1	7,	7,4231e-004	3,3423e-003	0,13334	1259,5	4,201	1478,1	1480,6	1475,5	210,78	167,05	1,7751e-003	5,8171e-007	13,3	3040,7	251,82	1,0073e-002	2,8356e-007	2,189e-006	3,0657e-007	4,4428e-005	2,2898e-004	7,188e-006	1,8066	1,7582e-005	3,012e-008	8,1077e-003	8,8357	5,6659e-008	3832,1	
8	1	8,	9,1403e-004	4,8204e-003	0,17161	1259,4	4,0315	1483,	1486,	1479,7	209,85	165,61	1,9022e-003	7,9104e-007	16,341	3702,8	350,58	1,4188e-002	3,4506e-007	2,8144e-006	4,3508e-007	8,2046e-005	3,9261e-004	2,3674e-005	2,9453	2,3541e-005	2,9885e-008	9,975e-003	10,674	6,6892e-008	4618,7	
9	1	9,	1,0856e-003	6,6017e-003	0,21032	1259,1	3,8471	1486,6	1490,2	1482,6	208,39	164,64	1,8645e-003	9,8449e-007	19,257	4332,7	470,68	1,8812e-002	4,0228e-007	3,3943e-006	5,9782e-007	1,2545e-004	6,2393e-004	4,9518e-005	4,5599	3,0696e-005	2,9778e-008	1,1767e-002	29,462	7,7402e-008	5340,9	
10	1	10,	1,254e-003	8,6701e-003	0,24734	1258,8	3,6773	1489,4	1493,5	1484,6	206,68	164,1	1,6713e-003	1,1601e-006	21,976	4913,8	612,08	2,3732e-002	4,5302e-007	3,9257e-006	8,0374e-007	1,7286e-004	9,3255e-004	8,5593e-005	6,7342	3,9278e-005	2,983e-008	1,3446e-002	60,253	8,7297e-008	5986,1	
11	1	11,	1,4179e-003	1,0998e-002	0,28129	1258,4	3,5594	1491,5	1496,2	1486,2	204,9	163,94	1,4292e-003	1,3178e-006	24,475	5438,7	773,4	2,8757e-002	4,9636e-007	4,4133e-006	1,0618e-006	2,229e-004	1,3257e-003	1,3295e-004	9,5341	4,9562e-005	2,9578e-008	1,5e-002	102,75	9,6929e-008	6552,4	
12	1	12,	1,5764e-003	1,3551e-002	0,31141	1258,	3,5336	1493,2	1498,5	1487,3	203,12	164,09	1,4066e-003	1,4609e-006	26,75	5906,1	952,19	3,3731e-002	5,3149e-007	4,868e-006	1,3801e-006	2,7453e-004	1,8083e-003	1,9243e-004	13,005	6,1858e-005	2,9559e-008	1,6433e-002	157,31	1,0652e-007	7043,7	
13	1	13,	1,7292e-003	1,6288e-002	0,33737	1257,6	3,6308	1494,5	1500,5	1488,1	201,41	164,5	1,8419e-003	1,5902e-006	28,813	6318,1	1145,4	3,8544e-002	5,5868e-007	5,3053e-006	1,7672e-006	3,2693e-004	2,3829e-003	2,6469e-004	17,171	7,648e-005	2,9647e-008	1,7752e-002	223,98	1,1576e-007	7466,9	
14	1	14,	1,8762e-003	1,9166e-002	0,35915	1257,2	3,862	1495,5	1502,2	1488,8	199,79	165,14	2,6268e-003	1,7061e-006	30,68	6678,6	1349,7	4,3121e-002	5,7723e-007	5,7447e-006	2,2319e-006	3,7947e-004	3,0501e-003	3,5022e-004	22,04	9,3738e-005	2,9428e-008	1,8969e-002	302,45	1,2561e-007	7829,6	
15	1	15,	2,0175e-003	2,2146e-002	0,37693	1256,9	4,2157	1496,3	1503,7	1489,3	198,27	165,95	3,5838e-003	1,8119e-006	32,367	6992,5	1561,9	4,7415e-002	5,8757e-007	6,2082e-006	2,7793e-006	4,3166e-004	3,8093e-003	4,4944e-004	27,602	1,1392e-004	2,9379e-008	2,0093e-002	392,1	1,3688e-007	8139,5	
16	1	16,	2,1532e-003	2,5192e-002	0,39102	1256,5	4,6666	1497,	1505,	1489,6	196,86	166,89	4,6181e-003	1,9097e-006	33,893	7264,6	1779,1	5,1397e-002	5,8866e-007	6,7216e-006	3,416e-006	4,8316e-004	4,6586e-003	5,6279e-004	33,837	1,3727e-004	2,9756e-008	2,1132e-002	492,08	1,4937e-007	8403,6	
17	1	17,	2,2832e-003	2,8276e-002	0,40175	1256,2	5,1858	1497,5	1506,1	1489,9	195,55	167,95	5,6869e-003	1,9997e-006	35,273	7499,9	1998,6	5,5055e-002	5,8134e-007	7,3143e-006	4,1459e-006	5,3372e-004	5,5953e-003	6,9084e-004	40,716	1,6402e-004	2,966e-008	2,209e-002	601,38	1,6445e-007	8628,1	
18	1	18,	2,4078e-003	3,1379e-002	0,40951	1255,9	5,7479	1497,9	1507,2	1490,1	194,35	169,09	6,7775e-003	2,081e-006	36,522	7702,8	2218,1	5,8385e-002	5,6582e-007	8,0199e-006	4,9716e-006	5,8317e-004	6,6162e-003	8,3446e-004	48,201	1,9434e-004	2,9655e-008	2,2968e-002	718,9	1,819e-007	8818,8	
19	1	19,	2,5271e-003	3,4496e-002	0,41467	1255,6	6,3325	1498,2	1508,1	1490,2	193,24	170,3	7,8984e-003	2,1576e-006	37,654	7877,3	2435,9	6,1391e-002	5,4254e-007	8,8768e-006	5,897e-006	6,3146e-004	7,7175e-003	9,9493e-004	56,254	2,2837e-004	2,9288e-008	2,376e-002	843,51	2,0295e-007	8980,3	
20	1	20,	2,6412e-003	3,763e-002	0,41759	1255,4	6,9243	1498,5	1509,	1490,3	192,22	171,55	9,0754e-003	2,228e-006	38,678	8026,9	2650,3	6,4079e-002	5,131e-007	9,929e-006	6,9216e-006	6,7859e-004	8,8953e-003	1,1742e-003	64,832	2,6622e-004	2,8984e-008	2,4454e-002	974,11	2,281e-007	9116,7	
21	1	21,	2,7501e-003	4,08e-002	0,4186	1255,2	7,5122	1498,7	1509,8	1490,3	191,3	172,84	1,0348e-002	2,2931e-006	39,608	8154,8	2860,2	6,6462e-002	4,8118e-007	1,1228e-005	8,0477e-006	7,2462e-004	1,0146e-002	1,3748e-003	73,894	3,0795e-004	2,9017e-008	2,503e-002	1109,6	2,5813e-007	9231,5	
22	1	22,	2,8541e-003	4,4036e-002	0,41801	1255,	8,0882	1498,8	1510,5	1490,3	190,45	174,13	1,1764e-002	2,3557e-006	40,45	8263,8	3064,7	6,8553e-002	4,5125e-007	1,2833e-005	9,2752e-006	7,6967e-004	1,1465e-002	1,6005e-003	83,395	3,5361e-004	2,9293e-008	2,5455e-002	1249,	2,9276e-007	9327,8	
23	1	23,	2,9532e-003	4,7377e-002	0,41613	1254,8	8,647	1498,9	1511,2	1490,3	189,68	175,44	1,338e-002	2,4209e-006	41,213	8356,2	3263,	7,0366e-002	4,3243e-007	1,4811e-005	1,0605e-005	8,1392e-004	1,2848e-002	1,8558e-003	93,296	4,0319e-004	2,9265e-008	2,5684e-002	1391,5	3,3479e-007	9408,	
24	1	24,	3,0475e-003	5,0875e-002	0,41323	1254,7	9,1847	1499,	1511,9	1490,3	188,98	176,74	1,5251e-002	2,4912e-006	41,905	8434,2	3454,6	7,1917e-002	4,3404e-007	1,7237e-005	1,2037e-005	8,5757e-004	1,4291e-002	2,1463e-003	103,56	4,5668e-004	2,9333e-008	2,5654e-002	1536,	3,8326e-007	9474,3	
25	1	25,	3,1372e-003	5,4586e-002	0,40955	1254,6	9,699	1499,1	1512,5	1490,3	188,35	178,02	1,7435e-002	2,5766e-006	42,532	8499,5	3639,2	7,3223e-002	4,6507e-007	2,0197e-005	1,3573e-005	9,0087e-004	1,579e-002	2,4782e-003	114,14	5,1405e-004	2,9303e-008	2,5278e-002	1681,9	4,3878e-007	9528,5	
26	1	26,	3,2222e-003	5,8573e-002	0,40535	1254,5	10,189	1499,2	1513,	1490,2	187,78	179,28	1,9985e-002	2,6942e-006	43,098	8553,6	3816,6	7,4298e-002	5,3141e-007	2,3788e-005	1,5213e-005	9,4409e-004	1,7341e-002	2,8586e-003	125,01	5,7521e-004	2,9282e-008	2,4444e-002	1828,6	5,0238e-007	9572,2	
27	1	27,	3,3027e-003	6,2897e-002	0,40084	1254,4	10,653	1499,2	1513,6	1490,2	187,27	180,5	2,2951e-002	2,8677e-006	43,61	8598,	3986,6	7,5159e-002	6,3342e-007	2,8116e-005	1,696e-005	9,8753e-004	1,8941e-002	3,2946e-003	136,14	6,401e-004	2,9163e-008	2,3012e-002	1975,4	5,7569e-007	9606,8	
28	1	28,	3,3788e-003	6,7617e-002	0,39625	1254,4	11,091	1499,3	1514,1	1490,1	186,81	181,69	2,6384e-002	3,1332e-006	44,072	8633,9	4149,2	7,5822e-002	7,7529e-007	3,3302e-005	1,8816e-005	1,0315e-003	2,0585e-002	3,7934e-003	147,49	7,0861e-004	2,9245e-008	2,0801e-002	2121,7	6,5777e-007	9633,3	
29	1	29,	3,4505e-003	7,2791e-002	0,39178	1254,3	11,504	1499,3	1514,6	1490,	186,41	182,83	3,0328e-002	3,5323e-006	44,487	8662,1	4304,4	7,6302e-002	9,6149e-007	3,9481e-005	2,0784e-005	1,0764e-003	2,2269e-002	4,3616e-003	159,04	7,8062e-004	2,9078e-008	1,7597e-002	2267,3	7,5045e-007	9652,8	
30	1	30,	3,518e-003	7,8464e-002	0,38763	1254,3	11,892	1499,3	1515,	1489,9	186,05	183,92	3,483e-002	4,1146e-006	44,859	8683,7	4452,3	7,6613e-002	1,2065e-006	4,6799e-005	2,2872e-005	1,1224e-003	2,399e-002	5,0051e-003	170,75	8,5601e-004	2,9521e-008	1,3159e-002	2411,5	8,537e-007	9666,2	
31	1	31,	3,5812e-003	8,4679e-002	0,38399	1254,3	12,256	1499,3	1515,5	1489,9	185,73	184,95	3,9935e-002	4,9274e-006	45,192	8699,5	4593,1	7,677e-002	1,5293e-006	5,5421e-005	2,5082e-005	1,17e-003	2,5745e-002	5,7287e-003	182,62	9,3465e-004	2,9233e-008	7,3379e-003	2554,3	9,6671e-007	9674,1	
32	1	32,	3,6404e-003	9,1464e-002	0,38104	1254,3	12,597	1499,3	1515,9	1489,8	185,46	185,92	4,5689e-002	6,0193e-006	45,488	8709,9	4726,9	7,6786e-002	1,9538e-006	6,5523e-005	2,7424e-005	1,2195e-003	2,753e-002	6,536e-003	194,61	1,0164e-003	2,9024e-008	3,5826e-003	2695,2	1,0925e-006	9677,3	
33	1	33,	3,6955e-003	9,8843e-002	0,37895	1254,3	12,916	1499,4	1516,3	1489,7	185,23	186,82	5,214e-002	7,4349e-006	45,751	8715,8	4853,8	7,6673e-002	2,5095e-006	7,73e-005	2,9905e-005	1,2712e-003	2,9341e-002	7,4292e-003	206,7	1,101e-003	2,9013e-008	1,2657e-002	2834,	1,23e-006	9676,2	
34	1	34,	3,7467e-003	0,10683	0,37787	1254,4	13,213	1499,4	1516,7	1489,6	185,03	187,65	5,9335e-002	9,2265e-006	45,982	8717,6	4974,2	7,6443e-002	3,2271e-006	9,0962e-005	3,2534e-005	1,3254e-003	3,1176e-002	8,4092e-003	218,88	1,1885e-003	2,9492e-008	2,6113e-002	2970,6	1,3799e-006	9671,3	
35	1	35,	3,7941e-003	0,11544	0,37793	1254,4	13,49	1499,4	1517,1	1489,5	184,87	188,4	6,7322e-002	1,1453e-005	46,184	8715,8	5088,1	7,6108e-002	4,1417e-006	1,0673e-004	3,5322e-005	1,3826e-003	3,3032e-002	9,4753e-003	231,14	1,2785e-003	2,9617e-008	4,3332e-002	3104,7	1,5435e-006	9663,2	
36	1	36,	3,8378e-003	0,12466	0,37927	1254,5	13,748	1499,4	1517,4	1489,4	184,74	189,08	7,6152e-002	1,4177e-005	46,359	8710,7	5195,8	7,5678e-002	5,2894e-006	1,2486e-004	3,8279e-005	1,443e-003	3,4904e-002	1,0625e-002	243,45	1,371e-003	2,9895e-008	6,4914e-002	3236,3	1,7193e-006	9652,1	
37	1	37,	3,878e-003	0,1345	0,38195	1254,5	13,988	1499,4	1517,8	1489,3	184,63	189,67	8,5875e-002	1,7473e-005	46,509	8702,8	5297,6	7,5163e-002	6,709e-006	1,4558e-004	4,1418e-005	1,5069e-003	3,6792e-002	1,1856e-002	255,8	1,4657e-003	2,9856e-008	9,1616e-002	3365,2	1,9099e-006	9638,4	
38	1	38,	3,9148e-003	0,14494	0,38607	1254,6	14,21	1499,4	1518,1	1489,2	184,55	190,17	9,654e-002	2,1422e-005	46,635	8692,3	5393,6	7,4572e-002	8,4438e-006	1,6919e-004	4,475e-005	1,5746e-003	3,8691e-002	1,3163e-002	268,18	1,5624e-003	2,9791e-008	0,1243	3491,4	2,1137e-006	9622,3	
39	1	39,	3,9483e-003	0,15599	0,39165	1254,7	14,417	1499,4	1518,5	1489,1	184,5	190,58	0,1082	2,6117e-005	46,741	8679,6	5484,1	7,3913e-002	1,0539e-005	1,9595e-004	4,8288e-005	1,6465e-003	4,06e-002	1,4539e-002	280,58	1,6611e-003	2,9946e-008	0,16393	3614,8	2,3318e-006	9604,2	
40	1	40,	3,9789e-003	0,16763	0,39871	1254,8	14,608	1499,4	1518,8	1489,1	184,47	190,91	0,1209	3,1656e-005	46,826	8664,8	5569,3	7,3195e-002	1,3039e-005	2,2617e-004	5,2045e-005	1,7227e-003	4,2515e-002	1,5977e-002	293,	1,7615e-003	2,9964e-008	0,21155	3735,4	2,5643e-006	9584,3	
41	1	41,	4,0066e-003	0,17984	0,40725	1254,9	14,786	1499,4	1519,1	1489,	184,47	191,14	0,1347	3,8152e-005	46,893	8648,3	5649,4	7,2425e-002	1,5996e-005	2,6015e-004	5,6034e-005	1,8036e-003	4,4434e-002	1,7469e-002	305,41	1,8633e-003	2,9853e-008	0,26831	3853,2	2,8111e-006	9562,8	
42	1	42,	4,0317e-003	0,19261	0,41723	1255,	14,951	1499,4	1519,4	1488,9	184,48	191,27	0,14965	4,5722e-005	46,943	8630,2	5724,7	7,1609e-002	1,9462e-005	2,9822e-004	6,0265e-005	1,8894e-003	4,6356e-002	1,9006e-002	317,81	1,9665e-003	2,9817e-008	0,33544	3968,1	3,0724e-006	9539,8	
