	Steps	Time [s]	[A] Probe1_Carrier_center [°C]	[B] Probe2_Carrier_corner1 [°C]	[C] Probe3_GuideRail_top [°C]	[D] Probe4_GuideRail_middle [°C]	[E] Probe5_GuideRail_bottom [°C]	[F] Probe6_MotorBase_front [°C]	[G] Probe7_MotorBase_side [°C]	[H] Probe8_MotorBase_corner [°C]	[I] Probe11_Structure_front_1 [°C]	[J] Probe12_Structure_front_2 [°C]	[K] Probe13_Structure_front_3 [°C]	[L] Probe14_Structure_front_4 [°C]	[M] Probe15_Structure_lateral_1 [°C]	[N] Probe16_Structure_lateral_2 [°C]	[O] Probe18_Structure_lateral_4 [°C]	[P] Probe19_Structure_lateral_5 [°C]	[Q] Probe20_Structure_top_1 [°C]	[R] Probe21_Structure_top_2 [°C]	[S] Probe22_Structure_top_3 [°C]	[T] Probe23_Structure_top_4 [°C]	[U] Probe24_Structure_back_1 [°C]	[V] Probe25_Structure_back_2 [°C]	[W] Probe26_Structure_back_3 [°C]	[X] Probe27_Structure_back_4 [°C]	[Y] Probe28_Structure_back_5 [°C]	[Z] Probe29_Structure_back_6 [°C]	[AA] Probe9_Temperature_BearingTop [°C]	[AB] Probe10_Temperature_BearingBottom [°C]	[AC] Probe17_Temperature_Structure_lateral_3 [°C]	
15	1	15,	20,	20,	20,002	20,67	20,024	20,963	20,941	20,94	20,	20,	20,004	22,981	20,564	20,	20,	20,	20,	20,	20,	20,007	20,	20,	20,	20,073	20,	22,11	20,039	20,05	20,	
16	1	16,	20,	20,	20,002	20,698	20,029	21,	20,973	20,972	20,	20,	20,004	23,22	20,667	20,	20,	20,	20,	20,	20,	20,009	20,	20,	20,	20,092	20,	22,296	20,041	20,052	20,	
17	1	17,	20,	20,	20,003	20,726	20,034	21,037	21,005	21,003	20,	20,	20,004	23,451	20,776	20,	20,	20,	20,	20,	20,	20,011	20,	20,	20,	20,113	20,	22,479	20,042	20,053	20,	
18	1	18,	20,	20,	20,003	20,753	20,04	21,073	21,035	21,033	20,	20,	20,004	23,675	20,891	20,	20,	20,	20,	20,	20,	20,013	20,	20,	20,	20,136	20,	22,657	20,043	20,055	20,	
19	1	19,	20,	20,	20,004	20,779	20,046	21,109	21,065	21,063	20,	20,	20,004	23,89	21,011	20,	20,	20,	20,	20,	20,	20,015	20,	20,	20,	20,162	20,	22,831	20,044	20,057	20,	
20	1	20,	20,	20,	20,004	20,804	20,053	21,145	21,094	21,092	20,	20,	20,004	24,098	21,135	20,	20,	20,	20,	20,	20,	20,018	20,	20,	20,	20,19	20,	23,001	20,045	20,058	20,	
21	1	21,	20,	20,	20,005	20,829	20,061	21,181	21,123	21,121	20,	20,	20,005	24,298	21,264	20,	20,	20,	20,	20,	20,	20,021	20,	20,	20,	20,22	20,	23,166	20,046	20,06	20,	
22	1	22,	20,	20,	20,005	20,854	20,069	21,217	21,151	21,149	20,	20,	20,005	24,492	21,395	20,	20,	20,	20,	20,	20,	20,024	20,	20,	20,	20,252	20,	23,328	20,047	20,061	20,	
23	1	23,	20,	20,	20,006	20,878	20,078	21,252	21,178	21,177	20,	20,	20,005	24,679	21,529	20,	20,	20,	20,	20,	20,	20,027	20,	20,	20,	20,287	20,	23,485	20,048	20,062	20,	
24	1	24,	20,	20,	20,007	20,901	20,088	21,288	21,206	21,204	20,	20,	20,005	24,86	21,665	20,	20,	20,	20,	20,	20,	20,03	20,	20,	20,	20,323	20,	23,638	20,049	20,064	20,	
25	1	25,	20,	20,	20,008	20,924	20,098	21,323	21,233	21,231	20,	20,	20,005	25,034	21,803	20,	20,	20,	20,	20,	20,	20,034	20,	20,	20,	20,362	20,	23,787	20,05	20,065	20,	
26	1	26,	20,	20,	20,009	20,946	20,109	21,358	21,259	21,258	20,	20,	20,005	25,203	21,942	20,	20,	20,	20,	20,	20,	20,038	20,	20,	20,	20,402	20,	23,932	20,051	20,067	20,	
27	1	27,	20,	20,	20,009	20,968	20,12	21,394	21,285	21,284	20,	20,	20,005	25,366	22,082	20,	20,	20,	20,	20,	20,	20,041	20,	20,	20,	20,443	20,	24,073	20,052	20,068	20,	
28	1	28,	20,	20,	20,01	20,989	20,133	21,429	21,311	21,31	20,	20,	20,006	25,524	22,222	20,	20,	20,	20,	20,	20,	20,045	20,	20,	20,	20,486	20,	24,211	20,052	20,069	20,	
29	1	29,	20,	20,	20,011	21,01	20,145	21,464	21,337	21,336	20,	20,	20,006	25,677	22,362	20,	20,	20,	20,	20,	20,	20,05	20,	20,	20,	20,531	20,	24,345	20,053	20,071	20,	
30	1	30,	20,	20,	20,012	21,03	20,159	21,5	21,362	21,361	20,	20,	20,006	25,825	22,502	20,	20,	20,	20,	20,	20,	20,054	20,	20,	20,	20,576	20,	24,476	20,054	20,072	20,	
31	1	31,	20,	20,	20,013	21,05	20,173	21,535	21,388	21,387	20,	20,	20,006	25,969	22,642	20,	20,	20,	20,	20,	20,	20,058	20,	20,	20,	20,623	20,	24,603	20,055	20,073	20,	
32	1	32,	20,	20,001	20,014	21,07	20,187	21,57	21,413	21,412	20,	20,	20,006	26,108	22,782	20,	20,	20,	20,	20,	20,	20,063	20,	20,	20,	20,671	20,	24,728	20,056	20,075	20,	
33	1	33,	20,	20,001	20,015	21,089	20,202	21,605	21,437	21,437	20,	20,	20,006	26,243	22,92	20,	20,	20,	20,	20,	20,	20,067	20,	20,	20,	20,719	20,	24,849	20,057	20,076	20,	
34	1	34,	20,	20,001	20,016	21,107	20,218	21,64	21,462	21,461	20,	20,	20,007	26,374	23,058	20,	20,	20,	20,	20,	20,	20,072	20,	20,	20,	20,769	20,	24,967	20,057	20,078	20,	
35	1	35,	20,	20,001	20,018	21,126	20,234	21,675	21,486	21,486	20,	20,	20,007	26,501	23,195	20,	20,	20,	20,	20,	20,	20,077	20,	20,	20,	20,819	20,	25,083	20,058	20,079	20,	
36	1	36,	20,	20,001	20,019	21,144	20,251	21,71	21,51	21,51	20,	20,	20,007	26,625	23,331	20,	20,	20,	20,	20,	20,	20,082	20,	20,	20,	20,87	20,	25,195	20,059	20,08	20,	
37	1	37,	20,	20,001	20,02	21,162	20,268	21,745	21,534	21,535	20,	20,	20,007	26,745	23,465	20,	20,	20,	20,	20,	20,	20,087	20,	20,	20,	20,921	20,	25,305	20,06	20,082	20,	
38	1	38,	20,	20,001	20,021	21,179	20,285	21,78	21,558	21,559	20,	20,	20,007	26,861	23,598	20,	20,	20,	20,	20,	20,	20,092	20,	20,	20,	20,973	20,	25,413	20,06	20,083	20,	
39	1	39,	20,	20,001	20,022	21,196	20,303	21,815	21,581	21,583	20,	20,	20,008	26,975	23,73	20,	20,	20,	20,	20,	20,	20,097	20,	20,	20,	21,026	20,	25,518	20,061	20,085	20,	
40	1	40,	20,	20,002	20,024	21,213	20,322	21,85	21,605	21,607	20,	20,	20,008	27,085	23,86	20,	20,	20,	20,	20,	20,	20,102	20,	20,	20,	21,079	20,	25,62	20,062	20,086	20,	
41	1	41,	20,	20,002	20,025	21,229	20,341	21,885	21,628	21,63	20,	20,	20,008	27,192	23,989	20,	20,	20,	20,	20,	20,	20,108	20,	20,	20,	21,132	20,	25,72	20,063	20,087	20,	
42	1	42,	20,	20,002	20,026	21,245	20,36	21,92	21,651	21,654	20,	20,	20,008	27,297	24,116	20,	20,	20,	20,	20,	20,	20,113	20,	20,	20,	21,186	20,	25,818	20,063	20,089	20,	
43	1	43,	20,	20,002	20,027	21,261	20,379	21,955	21,674	21,677	20,	20,	20,008	27,398	24,242	20,	20,	20,	20,	20,	20,	20,118	20,	20,	20,	21,239	20,	25,914	20,064	20,09	20,	
44	1	44,	20,	20,002	20,029	21,276	20,399	21,99	21,697	21,701	20,	20,	20,009	27,497	24,365	20,	20,	20,	20,	20,	20,	20,124	20,	20,	20,	21,293	20,	26,007	20,065	20,092	20,	
45	1	45,	20,	20,003	20,03	21,292	20,42	22,025	21,72	21,724	20,	20,	20,009	27,593	24,487	20,	20,	20,	20,	20,	20,	20,129	20,	20,	20,	21,347	20,	26,099	20,066	20,093	20,	
46	1	46,	20,	20,003	20,031	21,306	20,44	22,059	21,743	21,747	20,	20,	20,009	27,687	24,608	20,	20,	20,	20,	20,	20,	20,135	20,	20,	20,	21,402	20,	26,189	20,066	20,095	20,	
47	1	47,	20,	20,003	20,033	21,321	20,461	22,094	21,765	21,771	20,	20,	20,01	27,779	24,727	20,	20,	20,	20,	20,	20,	20,14	20,	20,	20,	21,456	20,	26,276	20,067	20,097	20,	
48	1	48,	20,	20,004	20,034	21,336	20,482	22,129	21,788	21,794	20,	20,	20,01	27,868	24,844	20,	20,	20,	20,	20,	20,	20,146	20,	20,	20,	21,51	20,	26,362	20,068	20,098	20,	
49	1	49,	20,	20,004	20,035	21,35	20,504	22,163	21,81	21,817	20,	20,	20,01	27,955	24,959	20,	20,	20,	20,	20,	20,	20,152	20,	20,	20,	21,564	20,	26,446	20,068	20,1	20,	
50	1	50,	20,	20,004	20,037	21,364	20,526	22,198	21,832	21,84	20,	20,	20,01	28,04	25,072	20,	20,	20,	20,	20,	20,	20,157	20,	20,	20,	21,619	20,	26,528	20,069	20,102	20,	
51	1	51,	20,	20,005	20,038	21,378	20,548	22,232	21,854	21,862	20,	20,	20,011	28,123	25,184	20,	20,	20,	20,	20,	20,	20,163	20,	20,	20,	21,673	20,	26,609	20,07	20,103	20,	
52	1	52,	20,	20,005	20,04	21,391	20,57	22,267	21,876	21,885	20,	20,	20,011	28,203	25,294	20,	20,	20,	20,	20,	20,	20,169	20,	20,	20,	21,727	20,	26,687	20,07	20,105	20,	
53	1	53,	20,	20,005	20,041	21,404	20,592	22,301	21,898	21,908	20,	20,	20,011	28,282	25,402	20,	20,	20,	20,	20,	20,	20,175	20,	20,	20,001	21,781	20,	26,765	20,071	20,107	20,	
54	1	54,	20,	20,006	20,042	21,417	20,615	22,336	21,92	21,93	20,	20,	20,012	28,359	25,509	20,	20,	20,	20,	20,	20,	20,181	20,	20,	20,001	21,835	20,	26,84	20,072	20,109	20,	
55	1	55,	20,	20,006	20,044	21,43	20,638	22,37	21,941	21,953	20,	20,	20,012	28,434	25,613	20,	20,	20,	20,	20,	20,	20,187	20,	20,	20,001	21,888	20,	26,915	20,072	20,111	20,	
56	1	56,	20,	20,007	20,045	21,443	20,661	22,404	21,963	21,975	20,	20,	20,012	28,508	25,717	20,	20,	20,	20,	20,	20,	20,193	20,	20,	20,001	21,942	20,	26,987	20,073	20,113	20,	
57	1	57,	20,	20,007	20,047	21,456	20,685	22,438	21,984	21,998	20,	20,	20,013	28,58	25,818	20,	20,	20,	20,	20,	20,	20,198	20,	20,	20,001	21,995	20,	27,059	20,074	20,115	20,	
58	1	58,	20,	20,007	20,048	21,468	20,708	22,472	22,006	22,02	20,	20,	20,013	28,65	25,918	20,	20,	20,	20,	20,	20,	20,204	20,	20,	20,001	22,048	20,	27,128	20,074	20,117	20,	
59	1	59,	20,	20,008	20,05	21,48	20,732	22,507	22,027	22,043	20,	20,	20,014	28,718	26,016	20,	20,	20,	20,	20,	20,001	20,21	20,	20,	20,001	22,101	20,	27,197	20,075	20,119	20,	
60	1	60,	20,	20,008	20,051	21,492	20,756	22,541	22,048	22,065	20,	20,	20,014	28,785	26,113	20,	20,	20,	20,	20,	20,001	20,216	20,	20,	20,001	22,153	20,	27,264	20,076	20,121	20,	
61	1	61,	20,	20,009	20,053	21,504	20,78	22,574	22,069	22,087	20,	20,	20,014	28,851	26,208	20,	20,	20,	20,	20,	20,001	20,222	20,	20,	20,001	22,206	20,	27,33	20,076	20,123	20,	
62	1	62,	20,	20,01	20,054	21,515	20,804	22,608	22,09	22,109	20,	20,	20,015	28,915	26,301	20,	20,	20,	20,	20,	20,001	20,228	20,	20,	20,002	22,258	20,	27,395	20,077	20,126	20,	
63	1	63,	20,	20,01	20,056	21,527	20,828	22,642	22,111	22,131	20,	20,	20,015	28,978	26,393	20,	20,	20,	20,	20,	20,001	20,234	20,	20,	20,002	22,309	20,	27,458	20,078	20,128	20,	
64	1	64,	20,	20,011	20,057	21,538	20,853	22,676	22,132	22,153	20,	20,	20,016	29,039	26,483	20,	20,	20,	20,	20,	20,001	20,241	20,	20,	20,002	22,361	20,	27,521	20,078	20,13	20,	
65	1	65,	20,	20,011	20,059	21,549	20,877	22,71	22,153	22,175	20,	20,	20,016	29,099	26,572	20,	20,	20,	20,	20,	20,001	20,247	20,	20,	20,002	22,412	20,	27,582	20,079	20,133	20,	
66	1	66,	20,	20,012	20,06	21,56	20,902	22,743	22,173	22,197	20,001	20,	20,016	29,158	26,659	20,	20,	20,	20,	20,	20,001	20,253	20,	20,	20,002	22,463	20,	27,642	20,08	20,135	20,	
67	1	67,	20,	20,013	20,062	21,571	20,926	22,777	22,194	22,219	20,001	20,	20,017	29,215	26,745	20,	20,	20,	20,	20,	20,001	20,259	20,	20,	20,003	22,514	20,	27,701	20,08	20,138	20,	
68	1	68,	20,	20,013	20,063	21,581	20,951	22,81	22,215	22,241	20,001	20,	20,017	29,272	26,829	20,	20,	20,	20,	20,	20,001	20,265	20,	20,	20,003	22,564	20,	27,759	20,081	20,141	20,	
69	1	69,	20,	20,014	20,065	21,592	20,976	22,844	22,235	22,263	20,001	20,	20,018	29,327	26,912	20,	20,	20,	20,	20,	20,001	20,271	20,	20,	20,003	22,614	20,	27,816	20,082	20,143	20,	
70	1	70,	20,	20,015	20,066	21,602	21,001	22,877	22,255	22,285	20,001	20,	20,018	29,381	26,994	20,	20,	20,	20,	20,	20,001	20,277	20,	20,	20,004	22,663	20,	27,872	20,082	20,146	20,	
71	1	71,	20,	20,015	20,068	21,612	21,026	22,911	22,276	22,306	20,001	20,	20,019	29,434	27,074	20,	20,	20,	20,	20,	20,002	20,283	20,	20,	20,004	22,713	20,	27,927	20,083	20,149	20,	
72	1	72,	20,	20,016	20,069	21,622	21,051	22,944	22,296	22,328	20,001	20,	20,019	29,486	27,153	20,	20,	20,	20,	20,	20,002	20,289	20,	20,	20,004	22,762	20,	27,981	20,084	20,152	20,	
73	1	73,	20,	20,017	20,071	21,632	21,076	22,977	22,316	22,35	20,001	20,	20,02	29,537	27,231	20,	20,	20,	20,	20,	20,002	20,295	20,	20,	20,005	22,81	20,	28,035	20,084	20,155	20,	
74	1	74,	20,	20,017	20,072	21,642	21,101	23,01	22,336	22,371	20,001	20,	20,02	29,587	27,307	20,	20,	20,	20,	20,	20,002	20,302	20,	20,	20,005	22,859	20,	28,087	20,085	20,158	20,	
75	1	75,	20,	20,018	20,074	21,652	21,127	23,043	22,356	22,393	20,001	20,	20,021	29,636	27,382	20,	20,	20,	20,	20,	20,002	20,308	20,	20,	20,006	22,906	20,	28,138	20,086	20,161	20,	
76	1	76,	20,	20,019	20,075	21,661	21,152	23,076	22,376	22,414	20,001	20,	20,021	29,684	27,456	20,	20,	20,	20,	20,	20,002	20,314	20,	20,	20,006	22,954	20,	28,189	20,086	20,164	20,	
77	1	77,	20,	20,02	20,077	21,671	21,177	23,109	22,396	22,436	20,001	20,	20,022	29,731	27,528	20,	20,	20,	20,	20,	20,003	20,32	20,	20,	20,007	23,001	20,	28,238	20,087	20,168	20,	
78	1	78,	20,	20,021	20,078	21,68	21,202	23,142	22,416	22,457	20,001	20,	20,022	29,777	27,6	20,	20,	20,	20,	20,	20,003	20,326	20,	20,	20,007	23,048	20,	28,287	20,088	20,171	20,	
79	1	79,	20,	20,022	20,08	21,689	21,228	23,174	22,436	22,479	20,001	20,	20,023	29,822	27,67	20,	20,	20,	20,	20,	20,003	20,332	20,	20,	20,008	23,095	20,	28,335	20,088	20,175	20,	
80	1	80,	20,	20,022	20,081	21,698	21,253	23,207	22,455	22,5	20,001	20,	20,023	29,867	27,739	20,	20,	20,	20,	20,	20,003	20,339	20,	20,	20,008	23,141	20,	28,383	20,089	20,178	20,	
81	1	81,	20,	20,023	20,083	21,707	21,279	23,239	22,475	22,521	20,001	20,	20,024	29,911	27,807	20,	20,	20,	20,	20,	20,003	20,345	20,	20,	20,009	23,187	20,	28,429	20,089	20,182	20,	
82	1	82,	20,	20,024	20,085	21,716	21,304	23,272	22,494	22,543	20,001	20,	20,024	29,953	27,874	20,	20,	20,	20,	20,	20,003	20,351	20,	20,	20,009	23,232	20,	28,475	20,09	20,186	20,	
83	1	83,	20,	20,025	20,086	21,725	21,329	23,304	22,514	22,564	20,001	20,	20,025	29,995	27,94	20,	20,	20,	20,	20,	20,004	20,357	20,	20,	20,01	23,277	20,	28,52	20,091	20,189	20,	
84	1	84,	20,	20,026	20,088	21,734	21,355	23,337	22,533	22,585	20,002	20,	20,025	30,037	28,004	20,	20,	20,	20,	20,	20,004	20,363	20,	20,	20,011	23,322	20,	28,565	20,091	20,193	20,	
85	1	85,	20,	20,027	20,089	21,742	21,38	23,369	22,553	22,606	20,002	20,	20,026	30,077	28,068	20,	20,	20,	20,	20,	20,004	20,369	20,	20,	20,012	23,367	20,	28,608	20,092	20,197	20,	
86	1	86,	20,	20,028	20,091	21,751	21,406	23,401	22,572	22,628	20,002	20,	20,027	30,117	28,131	20,	20,	20,	20,	20,	20,004	20,376	20,	20,	20,012	23,411	20,	28,652	20,093	20,201	20,	
87	1	87,	20,	20,029	20,092	21,759	21,431	23,433	22,591	22,649	20,002	20,	20,027	30,156	28,193	20,	20,	20,	20,	20,	20,005	20,382	20,	20,	20,013	23,454	20,	28,694	20,093	20,205	20,	
88	1	88,	20,	20,03	20,094	21,767	21,456	23,465	22,61	22,67	20,002	20,	20,028	30,195	28,253	20,	20,	20,	20,	20,	20,005	20,388	20,	20,	20,014	23,498	20,	28,736	20,094	20,21	20,	
89	1	89,	20,	20,031	20,095	21,775	21,482	23,497	22,629	22,691	20,002	20,	20,028	30,233	28,313	20,	20,	20,	20,	20,	20,005	20,394	20,	20,	20,015	23,541	20,	28,777	20,095	20,214	20,	
90	1	90,	20,	20,032	20,097	21,784	21,507	23,529	22,648	22,712	20,002	20,	20,029	30,27	28,372	20,	20,	20,	20,	20,	20,005	20,4	20,	20,	20,016	23,583	20,	28,817	20,095	20,218	20,	
91	1	91,	20,	20,033	20,098	21,792	21,532	23,561	22,667	22,733	20,002	20,	20,03	30,306	28,43	20,	20,	20,	20,	20,	20,006	20,406	20,	20,	20,017	23,626	20,	28,857	20,096	20,223	20,	
92	1	92,	20,	20,034	20,1	21,799	21,558	23,592	22,686	22,754	20,002	20,	20,03	30,342	28,487	20,	20,	20,	20,	20,	20,006	20,413	20,	20,	20,018	23,668	20,	28,897	20,096	20,227	20,	
93	1	93,	20,	20,035	20,101	21,807	21,583	23,624	22,705	22,775	20,002	20,	20,031	30,378	28,543	20,	20,	20,	20,	20,	20,006	20,419	20,	20,	20,019	23,709	20,	28,936	20,097	20,232	20,	
94	1	94,	20,	20,036	20,103	21,815	21,608	23,656	22,724	22,796	20,002	20,	20,032	30,412	28,598	20,	20,	20,	20,	20,	20,007	20,425	20,	20,	20,02	23,751	20,	28,974	20,098	20,236	20,	
95	1	95,	20,	20,037	20,105	21,823	21,633	23,687	22,743	22,817	20,003	20,	20,032	30,446	28,653	20,	20,	20,	20,	20,	20,007	20,431	20,	20,	20,021	23,792	20,	29,012	20,098	20,241	20,	
96	1	96,	20,	20,038	20,106	21,83	21,658	23,718	22,762	22,837	20,003	20,	20,033	30,48	28,707	20,	20,	20,	20,	20,	20,007	20,437	20,	20,	20,022	23,832	20,	29,049	20,099	20,246	20,	
97	1	97,	20,	20,04	20,108	21,838	21,684	23,75	22,78	22,858	20,003	20,	20,034	30,513	28,76	20,	20,	20,	20,	20,	20,008	20,443	20,	20,	20,023	23,873	20,	29,085	20,1	20,251	20,	
98	1	98,	20,	20,041	20,109	21,845	21,709	23,781	22,799	22,879	20,003	20,	20,034	30,546	28,812	20,	20,	20,	20,	20,	20,008	20,449	20,	20,	20,025	23,913	20,	29,122	20,1	20,256	20,	
99	1	99,	20,	20,042	20,111	21,853	21,734	23,812	22,818	22,9	20,003	20,	20,035	30,578	28,863	20,	20,	20,	20,	20,	20,008	20,456	20,	20,	20,026	23,952	20,	29,157	20,101	20,261	20,	
100	1	100,	20,	20,043	20,112	21,86	21,759	23,843	22,836	22,921	20,003	20,	20,036	30,609	28,914	20,	20,	20,	20,	20,	20,009	20,462	20,	20,	20,027	23,992	20,	29,192	20,101	20,266	20,	
101	1	101,	20,	20,044	20,114	21,867	21,784	23,874	22,855	22,941	20,003	20,	20,037	30,64	28,963	20,	20,	20,	20,	20,	20,009	20,468	20,	20,	20,029	24,031	20,	29,227	20,102	20,272	20,	
102	1	102,	20,	20,045	20,115	21,874	21,808	23,905	22,873	22,962	20,003	20,	20,037	30,671	29,012	20,	20,	20,	20,	20,	20,01	20,474	20,	20,	20,03	24,07	20,	29,261	20,103	20,277	20,	
103	1	103,	20,	20,047	20,117	21,881	21,833	23,936	22,891	22,983	20,004	20,	20,038	30,701	29,061	20,	20,	20,	20,	20,	20,01	20,48	20,	20,	20,032	24,108	20,	29,295	20,103	20,282	20,	
104	1	104,	20,	20,048	20,118	21,888	21,858	23,967	22,91	23,003	20,004	20,	20,039	30,73	29,109	20,	20,	20,	20,	20,	20,011	20,486	20,	20,	20,033	24,146	20,	29,328	20,104	20,288	20,	
105	1	105,	20,	20,049	20,12	21,895	21,883	23,997	22,928	23,024	20,004	20,	20,04	30,759	29,156	20,	20,	20,	20,	20,	20,011	20,492	20,	20,	20,035	24,184	20,	29,361	20,105	20,293	20,	
106	1	106,	20,	20,05	20,121	21,902	21,907	24,028	22,946	23,044	20,004	20,	20,04	30,788	29,202	20,	20,	20,	20,	20,	20,011	20,498	20,	20,	20,036	24,221	20,	29,394	20,105	20,299	20,	
107	1	107,	20,	20,052	20,123	21,909	21,932	24,058	22,964	23,065	20,004	20,	20,041	30,816	29,248	20,	20,	20,	20,	20,	20,012	20,504	20,	20,	20,038	24,258	20,	29,426	20,106	20,305	20,	
108	1	108,	20,	20,053	20,124	21,915	21,957	24,089	22,982	23,086	20,004	20,	20,042	30,844	29,293	20,	20,	20,	20,	20,	20,012	20,51	20,	20,	20,04	24,295	20,	29,457	20,107	20,311	20,	
109	1	109,	20,	20,054	20,126	21,922	21,981	24,119	23,001	23,106	20,004	20,	20,043	30,872	29,337	20,	20,	20,	20,	20,	20,013	20,517	20,	20,	20,041	24,332	20,	29,488	20,107	20,316	20,	
110	1	110,	20,	20,055	20,127	21,929	22,006	24,149	23,019	23,127	20,004	20,	20,044	30,899	29,381	20,	20,	20,	20,	20,	20,013	20,523	20,	20,	20,043	24,368	20,	29,519	20,108	20,322	20,	
111	1	111,	20,	20,057	20,129	21,935	22,03	24,18	23,037	23,147	20,005	20,	20,045	30,925	29,425	20,	20,	20,	20,	20,	20,014	20,529	20,	20,	20,045	24,404	20,	29,55	20,108	20,328	20,	
112	1	112,	20,	20,058	20,13	21,942	22,054	24,21	23,055	23,167	20,005	20,	20,045	30,952	29,467	20,	20,	20,	20,	20,	20,014	20,535	20,	20,	20,047	24,44	20,	29,58	20,109	20,335	20,	
113	1	113,	20,	20,059	20,132	21,948	22,079	24,24	23,072	23,188	20,005	20,	20,046	30,978	29,51	20,	20,	20,	20,	20,	20,015	20,541	20,	20,	20,049	24,475	20,	29,609	20,11	20,341	20,	
114	1	114,	20,	20,061	20,133	21,954	22,103	24,27	23,09	23,208	20,005	20,	20,047	31,003	29,551	20,	20,	20,	20,	20,	20,015	20,547	20,	20,	20,05	24,51	20,	29,639	20,11	20,347	20,	
