	Steps	Time [s]	[A] Probe1_Heat Flux_Carrier_center  (Total) [W/m²]	[B] Probe2_Heat Flux_Carrier_corner1  (Total) [W/m²]	[C] Probe3_Heat Flux_GuideRail_top  (Total) [W/m²]	[D] Probe4_Heat Flux_GuideRail_middle  (Total) [W/m²]	[E] Probe5_Heat Flux_GuideRail_bottom  (Total) [W/m²]	[F] Probe6_Heat Flux_MotorBase_front  (Total) [W/m²]	[G] Probe7_Heat Flux_MotorBase_side  (Total) [W/m²]	[H] Probe8_Heat Flux_MotorBase_corner  (Total) [W/m²]	[I] Probe9_Heat Flux_BearingTop  (Total) [W/m²]	[J] Probe10_Heat Flux_BearingBottom  (Total) [W/m²]	[K] Probe11_Heat Flux_Structure_front_1  (Total) [W/m²]	[L] Probe12_Heat Flux_Structure_front_2  (Total) [W/m²]	[M] Probe13_Heat Flux_Structure_front_3  (Total) [W/m²]	[N] Probe14_Heat Flux_Structure_front_4  (Total) [W/m²]	[O] Probe15_Heat Flux_Structure_lateral_1  (Total) [W/m²]	[P] Probe16_Heat Flux_Structure_lateral_2  (Total) [W/m²]	[Q] Probe17_Heat Flux_Structure_lateral_3  (Total) [W/m²]	[R] Probe18_Heat Flux_Structure_lateral_4  (Total) [W/m²]	[S] Probe19_Heat Flux_Structure_lateral_5  (Total) [W/m²]	[T] Probe20_Heat Flux_Structure_top_1  (Total) [W/m²]	[U] Probe21_Heat Flux_Structure_top_2  (Total) [W/m²]	[V] Probe22_Heat Flux_Structure_top_3  (Total) [W/m²]	[W] Probe23_Heat Flux_Structure_top_4  (Total) [W/m²]	[X] Probe24_Heat Flux_Structure_back_1  (Total) [W/m²]	[Y] Probe25_Heat Flux_Structure_back_2  (Total) [W/m²]	[Z] Probe26_Heat Flux_Structure_back_3  (Total) [W/m²]	[AA] Probe27_Heat Flux_Structure_back_4  (Total) [W/m²]	[AB] Probe28_Heat Flux_Structure_back_5  (Total) [W/m²]	[AC] Probe29_Heat Flux_Structure_back_6  (Total) [W/m²]	
1	1	1,	9,5655e-005	1,5275e-004	3,5831e-002	690,38	0,74358	704,91	704,45	703,86	67,397	82,221	4,3847e-004	1,0445e-007	0,19375	15,502	1,3323	6,8777e-006	3,84e-008	6,6326e-007	3,5508e-008	8,911e-005	3,5563e-006	5,457e-006	4,0643e-002	4,5373e-007	3,8105e-008	5,5408e-005	0,26507	8,26e-008	32,133	
2	1	2,	9,7411e-005	8,1779e-005	3,0429e-002	800,49	0,76528	883,92	881,95	881,71	107,27	109,22	3,4466e-004	1,0517e-007	0,62344	53,395	1,6671	1,0082e-004	3,7343e-008	4,2877e-007	8,2863e-008	7,1299e-005	4,7785e-006	2,5996e-006	4,2731e-002	9,5284e-007	4,8146e-008	8,8855e-005	0,35352	6,0815e-008	43,157	
3	1	3,	1,2782e-004	2,0105e-004	3,2272e-002	826,24	0,70688	939,92	939,16	938,6	126,14	114,88	4,2227e-004	1,3237e-007	0,56562	89,192	4,4723	1,5072e-004	3,1108e-008	3,235e-007	1,7024e-008	2,1098e-005	8,7074e-006	5,5718e-006	9,1172e-002	2,024e-006	4,8933e-008	1,9798e-004	0,7733	5,5888e-008	102,88	
4	1	4,	1,9246e-004	4,5479e-004	3,6372e-002	833,61	0,80016	962,58	962,78	961,68	134,99	115,04	6,0625e-004	9,4121e-008	0,61203	134,65	7,7107	3,159e-004	2,5039e-008	2,8295e-007	1,1629e-008	8,0268e-006	1,7253e-005	6,1676e-006	0,19466	3,608e-006	4,8846e-008	3,3337e-004	1,1234	6,2192e-008	166,56	
5	1	5,	2,8074e-004	8,575e-004	4,7109e-002	835,76	0,90421	974,04	974,87	973,09	138,94	113,79	8,0722e-004	1,0846e-007	0,8185	193,64	12,498	5,6425e-004	2,9325e-008	3,6329e-007	4,3193e-008	1,5864e-005	3,8497e-005	5,9305e-006	0,38251	5,7372e-006	4,8524e-008	5,002e-004	1,3724	6,45e-008	244,58	
6	1	6,	3,8418e-004	1,4382e-003	6,4922e-002	836,19	0,98587	980,88	982,16	979,6	140,35	112,33	1,0044e-003	2,2825e-007	1,1129	262,57	19,151	8,8793e-004	4,0067e-008	4,7894e-007	9,3302e-008	2,9424e-005	8,0605e-005	3,6229e-006	0,69952	8,4218e-006	4,8834e-008	6,9364e-004	1,3663	6,6265e-008	332,68	
7	1	7,	4,9595e-004	2,2138e-003	8,7409e-002	836,01	1,0422	985,42	987,08	983,69	140,42	111,04	1,1593e-003	3,7099e-007	1,4404	335,93	27,828	1,2918e-003	5,1843e-008	6,133e-007	1,5937e-007	4,8119e-005	1,518e-004	4,511e-006	1,2039	1,1701e-005	4,9067e-008	8,9984e-004	0,98874	6,724e-008	422,98	
8	1	8,	6,1101e-004	3,1911e-003	0,11195	835,59	1,0818	988,65	990,68	986,44	139,78	110,05	1,2264e-003	5,0831e-007	1,7691	408,94	38,716	1,7685e-003	6,4419e-008	7,6304e-007	2,445e-007	7,1321e-005	2,6027e-004	1,5321e-005	1,9602	1,5653e-005	4,9243e-008	1,106e-003	1,1704	6,8523e-008	509,5	
9	1	9,	7,261e-004	4,3676e-003	0,1365	835,08	1,1152	991,06	993,46	988,36	138,79	109,36	1,1717e-003	6,3887e-007	2,0825	478,37	51,948	2,2985e-003	7,7423e-008	9,1865e-007	3,5339e-007	9,8028e-005	4,1359e-004	3,2355e-005	3,0321	2,0394e-005	4,9357e-008	1,3037e-003	3,2336	7,0652e-008	588,88	
10	1	10,	8,3929e-004	5,7324e-003	0,15959	834,52	1,1506	992,9	995,67	989,74	137,63	108,97	9,9018e-004	7,5644e-007	2,3732	542,41	67,519	2,8584e-003	9,1279e-008	1,0695e-006	4,9013e-007	1,2731e-004	6,181e-004	5,6159e-005	4,475	2,6074e-005	4,9227e-008	1,4889e-003	6,6243	7,2796e-008	659,74	
11	1	11,	9,4955e-004	7,2668e-003	0,18032	833,95	1,1935	994,33	997,5	990,75	136,42	108,82	7,3404e-004	8,6274e-007	2,6389	600,24	85,275	3,4271e-003	1,0594e-007	1,2053e-006	6,6158e-007	1,5838e-004	8,7857e-004	8,7423e-005	6,3324	3,2876e-005	4,8742e-008	1,6603e-003	11,304	7,3089e-008	721,87	
12	1	12,	1,0564e-003	8,9467e-003	0,19818	833,39	1,2472	995,45	999,02	991,5	135,22	108,89	6,1975e-004	9,5753e-007	2,8799	651,71	104,95	3,9877e-003	1,2148e-007	1,3154e-006	8,7286e-007	1,9061e-004	1,1982e-003	1,2671e-004	8,6343	4,1e-005	4,8214e-008	1,8182e-003	17,309	7,3482e-008	775,74	
13	1	13,	1,1595e-003	1,0745e-002	0,21298	832,84	1,3126	996,32	1000,3	992,06	134,06	109,14	9,3149e-004	1,0449e-006	3,0979	697,07	126,19	4,5282e-003	1,3788e-007	1,391e-006	1,1299e-006	2,2346e-004	1,5785e-003	1,7443e-004	11,397	5,0657e-005	4,8586e-008	1,9636e-003	24,644	7,4424e-008	822,09	
14	1	14,	1,259e-003	1,2632e-002	0,22479	832,3	1,3893	997,02	1001,5	992,48	132,96	109,53	1,5034e-003	1,1237e-006	3,2951	736,76	148,65	5,0405e-003	1,5527e-007	1,421e-006	1,4372e-006	2,5652e-004	2,0202e-003	2,3092e-004	14,624	6,2047e-005	4,8567e-008	2,0976e-003	33,274	7,3101e-008	861,79	
15	1	15,	1,3547e-003	1,4583e-002	0,23381	831,78	1,4761	997,56	1002,4	992,79	131,93	110,04	2,1698e-003	1,1955e-006	3,4741	771,31	171,96	5,5196e-003	1,7483e-007	1,3958e-006	1,7989e-006	2,8945e-004	2,5225e-003	2,9646e-004	18,311	7,5357e-005	4,8789e-008	2,2215e-003	43,13	7,1257e-008	895,66	
16	1	16,	1,4467e-003	1,6572e-002	0,24038	831,29	1,5711	997,99	1003,3	993,02	130,97	110,64	2,8718e-003	1,2624e-006	3,637	801,27	195,81	5,9625e-003	1,9691e-007	1,3056e-006	2,2184e-006	3,2201e-004	3,0842e-003	3,7131e-004	22,442	9,0753e-005	4,905e-008	2,3359e-003	54,117	6,9968e-008	924,51	
17	1	17,	1,5352e-003	1,8582e-002	0,24489	830,82	1,6724	998,33	1004,1	993,18	130,08	111,32	3,586e-003	1,3238e-006	3,7862	827,16	219,9	6,3681e-003	2,229e-007	1,1463e-006	2,6997e-006	3,5402e-004	3,7035e-003	4,5585e-004	26,998	1,0838e-004	4,9443e-008	2,4415e-003	66,124	6,7015e-008	949,01	
18	1	18,	1,62e-003	2,0603e-002	0,24781	830,37	1,7782	998,6	1004,8	993,3	129,26	112,05	4,3064e-003	1,3793e-006	3,9236	849,49	243,99	6,7361e-003	2,5262e-007	9,35e-007	3,2443e-006	3,8536e-004	4,3781e-003	5,5062e-004	31,956	1,2835e-004	4,8831e-008	2,5381e-003	79,028	6,4307e-008	969,8	
19	1	19,	1,7014e-003	2,2632e-002	0,24965	829,95	1,887	998,81	1005,4	993,38	128,51	112,84	5,0398e-003	1,4318e-006	4,051	868,69	267,86	7,0671e-003	2,8642e-007	7,7731e-007	3,8535e-006	4,1596e-004	5,1057e-003	6,5645e-004	37,288	1,5075e-004	4,8716e-008	2,6254e-003	92,705	6,1654e-008	987,39	
20	1	20,	1,7794e-003	2,4678e-002	0,25094	829,55	1,9971	998,98	1006,	993,43	127,81	113,66	5,8037e-003	1,4807e-006	4,1701	885,17	291,36	7,3621e-003	3,2468e-007	9,5551e-007	4,5273e-006	4,4582e-004	5,8836e-003	7,7455e-004	42,966	1,7566e-004	4,8702e-008	2,702e-003	107,03	6,0925e-008	1002,2	
21	1	21,	1,854e-003	2,6758e-002	0,25225	829,17	2,1076	999,11	1006,5	993,45	127,18	114,51	6,6243e-003	1,5254e-006	4,2823	899,26	314,36	7,6227e-003	3,6721e-007	1,5785e-006	5,2682e-006	4,7498e-004	6,7091e-003	9,0661e-004	48,963	2,0311e-004	4,9052e-008	2,7656e-003	121,89	6,5987e-008	1014,7	
22	1	22,	1,9254e-003	2,8902e-002	0,25414	828,82	2,2174	999,22	1007,	993,45	126,6	115,38	7,5343e-003	1,5676e-006	4,389	911,27	336,74	7,8503e-003	4,1252e-007	2,5411e-006	6,0752e-006	5,0348e-004	7,5795e-003	1,0549e-003	55,249	2,3313e-004	4,9193e-008	2,8128e-003	137,18	7,7436e-008	1025,2	
23	1	23,	1,9936e-003	3,1151e-002	0,25719	828,49	2,3257	999,3	1007,5	993,44	126,07	116,26	8,5704e-003	1,6123e-006	4,4913	921,47	358,44	8,0468e-003	4,606e-007	3,8124e-006	6,9494e-006	5,3145e-004	8,4919e-003	1,2223e-003	61,799	2,6571e-004	4,852e-008	2,8387e-003	152,78	9,5151e-008	1033,9	
24	1	24,	2,0587e-003	3,3552e-002	0,2619	828,18	2,432	999,36	1007,9	993,42	125,59	117,15	9,7705e-003	1,659e-006	4,5903	930,08	379,4	8,2141e-003	5,089e-007	5,4153e-006	7,8893e-006	5,59e-004	9,4436e-003	1,4124e-003	68,585	3,0086e-004	4,8865e-008	2,8364e-003	168,62	1,2065e-007	1041,1	
25	1	25,	2,1207e-003	3,6162e-002	0,26872	827,89	2,5357	999,41	1008,3	993,39	125,16	118,05	1,1172e-002	1,7161e-006	4,6871	937,3	399,57	8,3541e-003	5,5662e-007	7,3927e-006	8,8968e-006	5,8629e-004	1,0432e-002	1,629e-003	75,582	3,3853e-004	4,8607e-008	2,7965e-003	184,59	1,5307e-007	1046,9	
