	Steps	Time [s]	[A] Probe1_Heat Flux_Carrier_center  (Total) [W/m²]	[B] Probe2_Heat Flux_Carrier_corner1  (Total) [W/m²]	[C] Probe3_Heat Flux_GuideRail_top  (Total) [W/m²]	[D] Probe4_Heat Flux_GuideRail_middle  (Total) [W/m²]	[E] Probe5_Heat Flux_GuideRail_bottom  (Total) [W/m²]	[F] Probe6_Heat Flux_MotorBase_front  (Total) [W/m²]	[G] Probe7_Heat Flux_MotorBase_side  (Total) [W/m²]	[H] Probe8_Heat Flux_MotorBase_corner  (Total) [W/m²]	[I] Probe9_Heat Flux_BearingTop  (Total) [W/m²]	[J] Probe10_Heat Flux_BearingBottom  (Total) [W/m²]	[K] Probe11_Heat Flux_Structure_front_1  (Total) [W/m²]	[L] Probe12_Heat Flux_Structure_front_2  (Total) [W/m²]	[M] Probe13_Heat Flux_Structure_front_3  (Total) [W/m²]	[N] Probe14_Heat Flux_Structure_front_4  (Total) [W/m²]	[O] Probe15_Heat Flux_Structure_lateral_1  (Total) [W/m²]	[P] Probe16_Heat Flux_Structure_lateral_2  (Total) [W/m²]	[Q] Probe17_Heat Flux_Structure_lateral_3  (Total) [W/m²]	[R] Probe18_Heat Flux_Structure_lateral_4  (Total) [W/m²]	[S] Probe19_Heat Flux_Structure_lateral_5  (Total) [W/m²]	[T] Probe20_Heat Flux_Structure_top_1  (Total) [W/m²]	[U] Probe21_Heat Flux_Structure_top_2  (Total) [W/m²]	[V] Probe22_Heat Flux_Structure_top_3  (Total) [W/m²]	[W] Probe23_Heat Flux_Structure_top_4  (Total) [W/m²]	[X] Probe24_Heat Flux_Structure_back_1  (Total) [W/m²]	[Y] Probe25_Heat Flux_Structure_back_2  (Total) [W/m²]	[Z] Probe26_Heat Flux_Structure_back_3  (Total) [W/m²]	[AA] Probe27_Heat Flux_Structure_back_4  (Total) [W/m²]	[AB] Probe28_Heat Flux_Structure_back_5  (Total) [W/m²]	[AC] Probe29_Heat Flux_Structure_back_6  (Total) [W/m²]	
20	1	20,	2,6412e-003	3,763e-002	0,41759	1255,4	2,2445	1498,5	1509,	1490,3	192,22	171,69	8,6281e-003	2,199e-006	4,191	891,98	294,48	7,1017e-003	4,3784e-007	1,5689e-006	6,8605e-006	6,7865e-004	8,8956e-003	1,1742e-003	64,833	2,662e-004	6,0834e-008	2,7171e-003	108,23	8,7744e-008	1013,	
21	1	21,	2,7501e-003	4,08e-002	0,4186	1255,2	2,3187	1498,7	1509,8	1490,3	191,3	173,02	9,8658e-003	2,2639e-006	4,3132	906,22	317,8	7,3658e-003	5,0057e-007	2,6697e-006	7,9841e-006	7,2364e-004	1,0146e-002	1,3749e-003	73,894	3,0793e-004	6,0836e-008	2,7811e-003	123,29	9,9979e-008	1025,7	
22	1	22,	2,8541e-003	4,4036e-002	0,41801	1255,	2,3943	1498,8	1510,5	1490,3	190,45	174,39	1,1246e-002	2,3287e-006	4,432	918,36	340,52	7,5975e-003	5,6878e-007	4,1995e-006	9,2094e-006	7,6773e-004	1,1465e-002	1,6006e-003	83,395	3,5359e-004	6,0522e-008	2,8284e-003	138,78	1,2205e-007	1036,4	
23	1	23,	2,9532e-003	4,7377e-002	0,41613	1254,8	2,4704	1498,9	1511,2	1490,3	189,68	175,77	1,2826e-002	2,3915e-006	4,5491	928,67	362,56	7,7987e-003	6,4147e-007	6,1691e-006	1,0536e-005	8,1111e-004	1,2848e-002	1,8559e-003	93,296	4,0317e-004	6,1029e-008	2,8538e-003	154,61	1,5481e-007	1045,3	
24	1	24,	3,0475e-003	5,0875e-002	0,41323	1254,7	2,5467	1499,	1511,9	1490,3	188,98	177,17	1,4665e-002	2,4615e-006	4,6657	937,37	383,85	7,971e-003	7,1496e-007	8,6324e-006	1,1966e-005	8,5395e-004	1,4291e-002	2,1463e-003	103,56	4,5667e-004	6,0616e-008	2,8504e-003	170,67	1,9615e-007	1052,7	
25	1	25,	3,1372e-003	5,4586e-002	0,40955	1254,6	2,6227	1499,1	1512,5	1490,3	188,35	178,58	1,6818e-002	2,5471e-006	4,7831	944,67	404,36	8,1164e-003	7,8743e-007	1,1662e-005	1,3498e-005	8,9651e-004	1,579e-002	2,4783e-003	114,14	5,1403e-004	6,0558e-008	2,8086e-003	186,88	2,4698e-007	1058,7	
26	1	26,	3,2222e-003	5,8573e-002	0,40535	1254,5	2,698	1499,2	1513,	1490,2	187,78	179,98	1,9341e-002	2,6657e-006	4,9026	950,74	424,07	8,2366e-003	8,5641e-007	1,5349e-005	1,5134e-005	9,3904e-004	1,7342e-002	2,8586e-003	125,01	5,7519e-004	6,0132e-008	2,7161e-003	203,18	3,0768e-007	1063,6	
27	1	27,	3,3027e-003	6,2897e-002	0,40084	1254,4	2,7724	1499,2	1513,6	1490,2	187,27	181,39	2,2285e-002	2,8417e-006	5,0253	955,73	442,96	8,3334e-003	9,1885e-007	1,9791e-005	1,6877e-005	9,8184e-004	1,8941e-002	3,2947e-003	136,14	6,4008e-004	6,0762e-008	2,5569e-003	219,48	3,7654e-007	1067,4	
28	1	28,	3,3788e-003	6,7617e-002	0,39625	1254,4	2,8456	1499,3	1514,1	1490,1	186,81	182,79	2,5698e-002	3,1085e-006	5,1524	959,77	461,02	8,4088e-003	9,7789e-007	2,5107e-005	1,8729e-005	1,0252e-003	2,0585e-002	3,7935e-003	147,49	7,0859e-004	6,0997e-008	2,3112e-003	235,75	4,5728e-007	1070,4	
29	1	29,	3,4505e-003	7,2791e-002	0,39178	1254,3	2,9175	1499,3	1514,6	1490,	186,41	184,19	2,9626e-002	3,5106e-006	5,2849	962,98	478,27	8,4644e-003	1,0415e-006	3,1426e-005	2,0693e-005	1,0695e-003	2,2269e-002	4,3617e-003	159,04	7,806e-004	6,1027e-008	1,9553e-003	251,92	5,473e-007	1072,5	
30	1	30,	3,518e-003	7,8464e-002	0,38763	1254,3	2,988	1499,3	1515,	1489,9	186,05	185,57	3,4113e-002	4,094e-006	5,4238	965,45	494,7	8,502e-003	1,1315e-006	3,8892e-005	2,2776e-005	1,115e-003	2,3991e-002	5,0051e-003	170,75	8,5599e-004	6,0502e-008	1,4621e-003	267,95	6,4924e-007	1074,	
31	1	31,	3,5812e-003	8,4679e-002	0,38399	1254,3	3,0569	1499,3	1515,5	1489,9	185,73	186,95	3,9207e-002	4,911e-006	5,57	967,28	510,34	8,5232e-003	1,2803e-006	4,7666e-005	2,4983e-005	1,1621e-003	2,5745e-002	5,7287e-003	182,62	9,3463e-004	6,0693e-008	8,1538e-004	283,81	7,6178e-007	1074,9	
32	1	32,	3,6404e-003	9,1464e-002	0,38104	1254,3	3,1242	1499,3	1515,9	1489,8	185,46	188,31	4,4951e-002	6,004e-006	5,7243	968,53	525,21	8,5295e-003	1,5391e-006	5,7924e-005	2,732e-005	1,2112e-003	2,753e-002	6,536e-003	194,61	1,0164e-003	6,0352e-008	3,9814e-004	299,46	8,8742e-007	1075,3	
33	1	33,	3,6955e-003	9,8843e-002	0,37895	1254,3	3,1898	1499,4	1516,3	1489,7	185,23	189,66	5,1393e-002	7,4216e-006	5,8874	969,27	539,31	8,5225e-003	1,9535e-006	6,9859e-005	2,9796e-005	1,2624e-003	2,9342e-002	7,4292e-003	206,7	1,101e-003	6,0577e-008	1,4063e-003	314,89	1,0243e-006	1075,1	
34	1	34,	3,7467e-003	0,10683	0,37787	1254,4	3,2538	1499,4	1516,7	1489,6	185,03	191,	5,858e-002	9,2153e-006	6,0601	969,57	552,69	8,5035e-003	2,5624e-006	8,3677e-005	3,2421e-005	1,3163e-003	3,1177e-002	8,4092e-003	218,88	1,1884e-003	6,0619e-008	2,9014e-003	330,06	1,1751e-006	1074,6	
35	1	35,	3,7941e-003	0,11544	0,37793	1254,4	3,3161	1499,4	1517,1	1489,5	184,87	192,32	6,6561e-002	1,144e-005	6,2429	969,47	565,34	8,474e-003	3,3949e-006	9,9604e-005	3,5205e-005	1,3731e-003	3,3032e-002	9,4753e-003	231,14	1,2785e-003	6,1546e-008	4,8147e-003	344,97	1,3389e-006	1073,7	
36	1	36,	3,8378e-003	0,12466	0,37927	1254,5	3,3767	1499,4	1517,4	1489,4	184,74	193,63	7,5386e-002	1,4164e-005	6,4363	969,01	577,31	8,4352e-003	4,4832e-006	1,1788e-004	3,8157e-005	1,4331e-003	3,4905e-002	1,0625e-002	243,45	1,3709e-003	6,1408e-008	7,2126e-003	359,59	1,5149e-006	1072,5	
37	1	37,	3,878e-003	0,1345	0,38195	1254,5	3,4356	1499,4	1517,8	1489,3	184,63	194,93	8,5103e-002	1,7459e-005	6,6407	968,25	588,62	8,3883e-003	5,8613e-006	1,3875e-004	4,1292e-005	1,4967e-003	3,6792e-002	1,1856e-002	255,8	1,4657e-003	6,1438e-008	1,018e-002	373,91	1,704e-006	1070,9	
38	1	38,	3,9148e-003	0,14494	0,38607	1254,6	3,4928	1499,4	1518,1	1489,2	184,55	196,21	9,5763e-002	2,1407e-005	6,8564	967,2	599,29	8,3343e-003	7,5646e-006	1,625e-004	4,4621e-005	1,5641e-003	3,8691e-002	1,3163e-002	268,18	1,5624e-003	6,0822e-008	1,3811e-002	387,93	1,9087e-006	1069,1	
39	1	39,	3,9483e-003	0,15599	0,39165	1254,7	3,5484	1499,4	1518,5	1489,1	184,5	197,48	0,10742	2,6098e-005	7,0835	965,92	609,35	8,2743e-003	9,6355e-006	1,894e-004	4,8155e-005	1,6356e-003	4,06e-002	1,4539e-002	280,58	1,6611e-003	6,0993e-008	1,8214e-002	401,65	2,1265e-006	1067,1	
40	1	40,	3,9788e-003	0,16763	0,39871	1254,8	3,6024	1499,4	1518,8	1489,1	184,47	198,73	0,12012	3,1637e-005	7,3223	964,41	618,81	8,2093e-003	1,2118e-005	2,1976e-004	5,1909e-005	1,7116e-003	4,2515e-002	1,5977e-002	293,	1,7614e-003	6,1361e-008	2,3505e-002	415,05	2,3588e-006	1064,9	
41	1	41,	4,0066e-003	0,17984	0,40725	1254,9	3,6547	1499,4	1519,1	1489,	184,47	199,97	0,13391	3,813e-005	7,5727	962,71	627,71	8,1402e-003	1,5062e-005	2,5387e-004	5,5894e-005	1,7922e-003	4,4435e-002	1,7469e-002	305,41	1,8633e-003	6,1017e-008	2,9812e-002	428,13	2,6071e-006	1062,5	
42	1	42,	4,0317e-003	0,19261	0,41723	1255,	3,7055	1499,4	1519,4	1488,9	184,48	201,2	0,14886	4,5696e-005	7,8348	960,85	636,08	8,0678e-003	1,8517e-005	2,9206e-004	6,0122e-005	1,8777e-003	4,6356e-002	1,9006e-002	317,81	1,9665e-003	6,1659e-008	3,7271e-002	440,9	2,8688e-006	1060,	
43	1	43,	4,0544e-003	0,20594	0,42863	1255,1	3,7548	1499,4	1519,7	1488,8	184,51	202,42	0,16499	5,4465e-005	8,1085	958,83	643,92	7,9928e-003	2,2537e-005	3,3466e-004	6,4607e-005	1,9683e-003	4,8277e-002	2,0577e-002	330,2	2,0708e-003	6,0528e-008	4,6029e-002	453,35	3,1458e-006	1057,3	
44	1	44,	4,0751e-003	0,2198	0,44137	1255,2	3,8025	1499,4	1520,	1488,7	184,56	203,62	0,18238	6,4576e-005	8,3937	956,68	651,27	7,916e-003	2,7177e-005	3,82e-004	6,936e-005	2,0643e-003	5,0196e-002	2,2171e-002	342,57	2,1761e-003	6,1087e-008	5,6244e-002	465,48	3,4363e-006	1054,5	
45	1	45,	4,0941e-003	0,23418	0,45539	1255,3	3,8488	1499,4	1520,3	1488,6	184,63	204,82	0,20105	7,617e-005	8,6902	954,42	658,14	7,8381e-003	3,2493e-005	4,3444e-004	7,439e-005	2,1658e-003	5,211e-002	2,3777e-002	354,91	2,2822e-003	6,1293e-008	6,8081e-002	477,3	3,7425e-006	1051,5	
46	1	46,	4,1115e-003	0,24906	0,47062	1255,5	3,8936	1499,4	1520,6	1488,5	184,71	206,	0,22107	8,9407e-005	8,9978	952,05	664,57	7,7596e-003	3,8541e-005	4,9234e-004	7,9709e-005	2,273e-003	5,4017e-002	2,5382e-002	367,22	2,3888e-003	6,1307e-008	8,1715e-002	488,8	4,0634e-006	1048,5	
47	1	47,	4,1279e-003	0,26444	0,48697	1255,6	3,937	1499,4	1520,9	1488,4	184,8	207,17	0,24248	1,0445e-004	9,3163	949,6	670,56	7,6811e-003	4,5379e-005	5,5604e-004	8,5327e-005	2,3862e-003	5,5916e-002	2,6975e-002	379,49	2,4959e-003	6,0108e-008	9,7329e-002	500,	4,3989e-006	1045,4	
48	1	48,	4,1435e-003	0,28029	0,50437	1255,7	3,979	1499,4	1521,1	1488,4	184,91	208,33	0,26532	1,2146e-004	9,6454	947,07	676,14	7,6031e-003	5,3061e-005	6,2592e-004	9,125e-005	2,5054e-003	5,7805e-002	2,8541e-002	391,72	2,6032e-003	6,0324e-008	0,11511	510,9	4,748e-006	1042,2	
49	1	49,	4,1588e-003	0,29661	0,52275	1255,8	4,0197	1499,4	1521,4	1488,3	185,03	209,48	0,28964	1,4063e-004	9,9847	944,47	681,33	7,526e-003	6,1641e-005	7,0236e-004	9,7488e-005	2,6309e-003	5,9682e-002	3,0069e-002	403,9	2,7106e-003	6,0469e-008	0,13526	521,5	5,1125e-006	1038,9	
50	1	50,	4,1742e-003	0,31338	0,54202	1256,	4,0591	1499,4	1521,7	1488,2	185,16	210,63	0,31547	1,6214e-004	10,334	941,82	686,15	7,4503e-003	7,1171e-005	7,8572e-004	1,0405e-004	2,7627e-003	6,1545e-002	3,1546e-002	416,03	2,8179e-003	5,9888e-008	0,15798	531,8	5,4913e-006	1035,6	
51	1	51,	4,1901e-003	0,33058	0,56212	1256,1	4,0973	1499,4	1521,9	1488,1	185,3	211,76	0,34287	1,8618e-004	10,693	939,11	690,61	7,3764e-003	8,1695e-005	8,7641e-004	1,1093e-004	2,9011e-003	6,3393e-002	3,2958e-002	428,11	2,9249e-003	6,0603e-008	0,18348	541,82	5,8838e-006	1032,3	
52	1	52,	4,2071e-003	0,34822	0,58298	1256,2	4,1341	1499,4	1522,2	1488,	185,45	212,88	0,37186	2,1296e-004	11,062	936,37	694,73	7,3045e-003	9,326e-005	9,7479e-004	1,1815e-004	3,0461e-003	6,5223e-002	3,4294e-002	440,13	3,0314e-003	5,9999e-008	0,21197	551,55	6,2909e-006	1028,8	
53	1	53,	4,2257e-003	0,36626	0,60454	1256,4	4,1698	1499,4	1522,4	1487,9	185,61	214,	0,40249	2,4268e-004	11,439	933,59	698,52	7,2351e-003	1,059e-004	1,0813e-003	1,257e-004	3,1978e-003	6,7034e-002	3,554e-002	452,1	3,1374e-003	6,0741e-008	0,24367	561,	6,7105e-006	1025,4	
54	1	54,	4,2464e-003	0,38471	0,62673	1256,5	4,2044	1499,4	1522,6	1487,9	185,77	215,1	0,4348	2,7555e-004	11,825	930,79	702,01	7,1684e-003	1,1964e-004	1,1962e-003	1,3359e-004	3,3565e-003	6,8824e-002	3,6687e-002	464,	3,2426e-003	6,0675e-008	0,27879	570,18	7,144e-006	1021,9	
55	1	55,	4,2698e-003	0,40355	0,64951	1256,6	4,2378	1499,4	1522,9	1487,8	185,95	216,2	0,46881	3,1178e-004	12,22	927,96	705,21	7,1047e-003	1,3451e-004	1,3201e-003	1,4182e-004	3,5223e-003	7,0592e-002	3,7721e-002	475,85	3,347e-003	6,12e-008	0,31756	579,09	7,5909e-006	1018,4	
56	1	56,	4,2966e-003	0,42277	0,67283	1256,8	4,27	1499,4	1523,1	1487,7	186,12	217,29	0,50456	3,5161e-004	12,623	925,11	708,12	7,0442e-003	1,5051e-004	1,4532e-003	1,5039e-004	3,6951e-003	7,2336e-002	3,8633e-002	487,63	3,4503e-003	6,0911e-008	0,3602	587,75	8,0495e-006	1014,9	
57	1	57,	4,3275e-003	0,44236	0,69664	1256,9	4,3013	1499,4	1523,4	1487,6	186,31	218,38	0,54208	3,9526e-004	13,033	922,26	710,78	6,9871e-003	1,6765e-004	1,5961e-003	1,5931e-004	3,8753e-003	7,4054e-002	3,9414e-002	499,34	3,5525e-003	6,0549e-008	0,40694	596,15	8,5218e-006	1011,4	
58	1	58,	4,363e-003	0,46231	0,7209	1257,1	4,3314	1499,4	1523,6	1487,6	186,5	219,45	0,5814	4,4295e-004	13,451	919,4	713,17	6,9335e-003	1,859e-004	1,749e-003	1,6857e-004	4,0628e-003	7,5744e-002	4,0054e-002	510,99	3,6533e-003	5,9413e-008	0,45798	604,3	9,005e-006	1007,8	
59	1	59,	4,4041e-003	0,48261	0,74557	1257,2	4,3606	1499,4	1523,8	1487,5	186,7	220,52	0,62254	4,9492e-004	13,876	916,53	715,33	6,8838e-003	2,0525e-004	1,9125e-003	1,7817e-004	4,2578e-003	7,7404e-002	4,0547e-002	522,57	3,7528e-003	6,0269e-008	0,51357	612,21	9,5006e-006	1004,3	
60	1	60,	4,4514e-003	0,50325	0,77062	1257,4	4,3888	1499,4	1524,	1487,4	186,9	221,58	0,66553	5,5141e-004	14,308	913,66	717,27	6,8379e-003	2,2564e-004	2,087e-003	1,8812e-004	4,4605e-003	7,9032e-002	4,0886e-002	534,08	3,8508e-003	5,993e-008	0,5739	619,88	1,0007e-005	1000,7	
61	1	61,	4,5057e-003	0,52422	0,79601	1257,5	4,416	1499,4	1524,2	1487,3	187,1	222,63	0,7104	6,1266e-004	14,746	910,8	718,98	6,7961e-003	2,4701e-004	2,2728e-003	1,984e-004	4,6709e-003	8,0627e-002	4,1067e-002	545,53	3,9473e-003	6,0969e-008	0,6392	627,32	1,0524e-005	997,19	
62	1	62,	4,568e-003	0,54552	0,82172	1257,6	4,4424	1499,4	1524,5	1487,3	187,31	223,68	0,75715	6,789e-004	15,19	907,94	720,49	6,7584e-003	2,6929e-004	2,4705e-003	2,0902e-004	4,8893e-003	8,2186e-002	4,1088e-002	556,9	4,0421e-003	5,9633e-008	0,70968	634,54	1,105e-005	993,64	
63	1	63,	4,6389e-003	0,56713	0,84772	1257,8	4,4678	1499,4	1524,7	1487,2	187,53	224,72	0,80581	7,5038e-004	15,641	905,09	721,81	6,725e-003	2,9236e-004	2,6805e-003	2,1998e-004	5,1156e-003	8,3707e-002	4,0949e-002	568,2	4,1353e-003	5,9791e-008	0,78555	641,54	1,1589e-005	990,09	
64	1	64,	4,7195e-003	0,58905	0,87399	1257,9	4,4923	1499,4	1524,9	1487,1	187,74	225,75	0,85641	8,2735e-004	16,096	902,25	722,93	6,6959e-003	3,161e-004	2,9033e-003	2,3127e-004	5,3502e-003	8,5187e-002	4,0653e-002	579,43	4,2269e-003	6,1295e-008	0,86701	648,32	1,2134e-005	986,55	
