	Steps	Time [s]	[A] Probe1_Carrier_center [°C]	[B] Probe2_Carrier_corner1 [°C]	[C] Probe3_GuideRail_top [°C]	[D] Probe4_GuideRail_middle [°C]	[E] Probe5_GuideRail_bottom [°C]	[F] Probe6_MotorBase_front [°C]	[G] Probe7_MotorBase_side [°C]	[H] Probe8_MotorBase_corner [°C]	[I] Probe11_Structure_front_1 [°C]	[J] Probe12_Structure_front_2 [°C]	[K] Probe13_Structure_front_3 [°C]	[L] Probe14_Structure_front_4 [°C]	[M] Probe15_Structure_lateral_1 [°C]	[N] Probe16_Structure_lateral_2 [°C]	[O] Probe18_Structure_lateral_4 [°C]	[P] Probe19_Structure_lateral_5 [°C]	[Q] Probe20_Structure_top_1 [°C]	[R] Probe21_Structure_top_2 [°C]	[S] Probe22_Structure_top_3 [°C]	[T] Probe23_Structure_top_4 [°C]	[U] Probe24_Structure_back_1 [°C]	[V] Probe25_Structure_back_2 [°C]	[W] Probe26_Structure_back_3 [°C]	[X] Probe27_Structure_back_4 [°C]	[Y] Probe28_Structure_back_5 [°C]	[Z] Probe29_Structure_back_6 [°C]	[AA] Probe9_Temperature_BearingTop [°C]	[AB] Probe10_Temperature_BearingBottom [°C]	[AC] Probe17_Temperature_Structure_lateral_3 [°C]	
22	1	22,	39,201	37,784	38,553	39,726	38,522	40,405	40,218	40,147	39,447	39,824	39,311	33,958	37,432	38,971	38,909	38,97	38,321	39,154	38,438	39,288	39,998	39,266	39,214	38,948	38,838	34,941	39,363	39,026	39,068	
23	1	23,	39,179	37,731	38,507	39,711	38,469	40,417	40,214	40,138	39,433	39,813	39,296	33,723	37,245	38,932	38,868	38,928	38,274	39,128	38,393	39,266	39,997	39,236	39,183	38,877	38,792	34,722	39,326	38,979	39,035	
24	1	24,	39,156	37,678	38,462	39,696	38,416	40,428	40,208	40,129	39,42	39,802	39,281	33,497	37,056	38,893	38,828	38,886	38,228	39,101	38,35	39,245	39,997	39,207	39,152	38,805	38,746	34,508	39,288	38,932	39,002	
25	1	25,	39,134	37,626	38,417	39,68	38,363	40,44	40,202	40,119	39,407	39,791	39,266	33,278	36,866	38,854	38,788	38,844	38,182	39,075	38,306	39,224	39,997	39,177	39,122	38,731	38,701	34,299	39,251	38,886	38,97	
26	1	26,	39,112	37,575	38,372	39,665	38,31	40,452	40,196	40,109	39,393	39,78	39,251	33,066	36,674	38,814	38,747	38,802	38,137	39,049	38,263	39,203	39,996	39,147	39,091	38,655	38,656	34,097	39,214	38,839	38,937	
27	1	27,	39,09	37,525	38,329	39,649	38,257	40,463	40,19	40,099	39,38	39,769	39,237	32,861	36,483	38,775	38,707	38,76	38,092	39,023	38,221	39,183	39,996	39,118	39,06	38,577	38,612	33,899	39,176	38,793	38,905	
28	1	28,	39,068	37,475	38,285	39,633	38,203	40,475	40,183	40,088	39,367	39,757	39,222	32,663	36,291	38,737	38,668	38,718	38,048	38,996	38,179	39,163	39,995	39,088	39,03	38,498	38,567	33,706	39,139	38,746	38,872	
29	1	29,	39,046	37,426	38,242	39,617	38,15	40,486	40,175	40,077	39,354	39,746	39,208	32,471	36,099	38,698	38,628	38,676	38,005	38,97	38,137	39,143	39,994	39,059	39,	38,418	38,523	33,519	39,102	38,7	38,84	
30	1	30,	39,025	37,378	38,2	39,601	38,096	40,497	40,168	40,066	39,342	39,734	39,194	32,285	35,908	38,659	38,588	38,634	37,961	38,944	38,096	39,124	39,994	39,03	38,969	38,336	38,48	33,336	39,064	38,655	38,808	
31	1	31,	39,003	37,33	38,158	39,585	38,041	40,509	40,16	40,054	39,329	39,722	39,179	32,104	35,718	38,621	38,549	38,592	37,919	38,918	38,055	39,105	39,993	39,	38,939	38,254	38,436	33,158	39,027	38,609	38,776	
32	1	32,	38,982	37,283	38,116	39,569	37,987	40,52	40,151	40,043	39,317	39,71	39,165	31,929	35,528	38,582	38,51	38,55	37,877	38,892	38,014	39,086	39,992	38,971	38,909	38,17	38,393	32,984	38,99	38,563	38,743	
33	1	33,	38,96	37,236	38,075	39,552	37,933	40,531	40,143	40,03	39,304	39,698	39,151	31,759	35,34	38,544	38,471	38,507	37,835	38,866	37,974	39,068	39,991	38,942	38,879	38,085	38,35	32,814	38,952	38,518	38,711	
34	1	34,	38,939	37,19	38,035	39,535	37,878	40,543	40,134	40,018	39,292	39,685	39,137	31,594	35,154	38,506	38,432	38,465	37,794	38,841	37,934	39,049	39,99	38,913	38,849	38,	38,308	32,648	38,915	38,473	38,679	
35	1	35,	38,918	37,144	37,994	39,519	37,823	40,554	40,125	40,006	39,279	39,673	39,123	31,434	34,969	38,467	38,394	38,423	37,753	38,815	37,894	39,031	39,989	38,885	38,82	37,914	38,266	32,487	38,878	38,428	38,647	
36	1	36,	38,896	37,099	37,955	39,502	37,768	40,565	40,115	39,993	39,267	39,66	39,108	31,279	34,786	38,429	38,355	38,382	37,712	38,789	37,855	39,014	39,987	38,856	38,79	37,828	38,224	32,329	38,841	38,383	38,615	
37	1	37,	38,875	37,055	37,915	39,485	37,713	40,576	40,106	39,98	39,255	39,648	39,094	31,127	34,604	38,392	38,317	38,34	37,672	38,764	37,816	38,996	39,986	38,827	38,76	37,741	38,182	32,175	38,804	38,338	38,583	
38	1	38,	38,854	37,011	37,876	39,468	37,658	40,587	40,096	39,967	39,243	39,635	39,08	30,98	34,425	38,354	38,279	38,298	37,632	38,738	37,777	38,978	39,985	38,798	38,731	37,654	38,14	32,024	38,768	38,293	38,551	
39	1	39,	38,833	36,967	37,837	39,451	37,603	40,597	40,086	39,954	39,231	39,622	39,066	30,837	34,248	38,316	38,241	38,256	37,593	38,712	37,739	38,961	39,983	38,77	38,701	37,566	38,099	31,877	38,731	38,249	38,52	
40	1	40,	38,812	36,924	37,799	39,434	37,548	40,608	40,075	39,94	39,219	39,609	39,052	30,698	34,072	38,278	38,203	38,214	37,554	38,687	37,701	38,944	39,981	38,741	38,672	37,478	38,058	31,733	38,694	38,205	38,488	
41	1	41,	38,792	36,881	37,761	39,416	37,492	40,619	40,065	39,927	39,207	39,596	39,038	30,563	33,9	38,241	38,165	38,173	37,515	38,661	37,663	38,926	39,98	38,713	38,643	37,39	38,017	31,593	38,658	38,16	38,456	
42	1	42,	38,771	36,838	37,723	39,399	37,437	40,629	40,054	39,913	39,195	39,583	39,024	30,43	33,729	38,204	38,128	38,131	37,477	38,636	37,625	38,909	39,978	38,684	38,613	37,302	37,977	31,455	38,621	38,116	38,425	
43	1	43,	38,75	36,796	37,686	39,382	37,381	40,64	40,043	39,899	39,183	39,569	39,01	30,302	33,56	38,166	38,09	38,09	37,438	38,611	37,588	38,893	39,976	38,656	38,584	37,214	37,936	31,321	38,585	38,073	38,393	
44	1	44,	38,73	36,755	37,649	39,364	37,326	40,65	40,032	39,885	39,171	39,556	38,996	30,177	33,394	38,129	38,053	38,049	37,401	38,585	37,551	38,876	39,974	38,628	38,555	37,126	37,896	31,189	38,549	38,029	38,361	
45	1	45,	38,709	36,713	37,612	39,347	37,27	40,66	40,02	39,871	39,159	39,542	38,982	30,054	33,23	38,092	38,016	38,007	37,363	38,56	37,514	38,859	39,971	38,6	38,526	37,037	37,856	31,061	38,512	37,985	38,33	
46	1	46,	38,689	36,672	37,576	39,329	37,215	40,671	40,009	39,857	39,147	39,528	38,968	29,935	33,069	38,056	37,979	37,966	37,326	38,535	37,478	38,843	39,969	38,571	38,497	36,949	37,816	30,935	38,476	37,942	38,299	
47	1	47,	38,668	36,632	37,54	39,311	37,159	40,681	39,997	39,843	39,135	39,514	38,954	29,819	32,91	38,019	37,942	37,925	37,289	38,51	37,442	38,826	39,967	38,543	38,468	36,862	37,777	30,812	38,441	37,899	38,267	
48	1	48,	38,648	36,591	37,504	39,294	37,103	40,691	39,985	39,829	39,124	39,5	38,94	29,706	32,753	37,982	37,905	37,884	37,252	38,485	37,406	38,81	39,964	38,515	38,439	36,774	37,737	30,691	38,405	37,856	38,236	
49	1	49,	38,627	36,552	37,469	39,276	37,048	40,701	39,973	39,814	39,112	39,486	38,926	29,595	32,598	37,946	37,869	37,844	37,216	38,46	37,37	38,793	39,961	38,487	38,411	36,686	37,698	30,573	38,369	37,813	38,205	
50	1	50,	38,607	36,512	37,434	39,258	36,992	40,71	39,961	39,8	39,1	39,472	38,912	29,487	32,446	37,909	37,832	37,803	37,18	38,435	37,334	38,777	39,959	38,459	38,382	36,599	37,659	30,457	38,334	37,77	38,173	
51	1	51,	38,587	36,473	37,399	39,241	36,937	40,72	39,949	39,785	39,089	39,458	38,898	29,381	32,297	37,873	37,796	37,762	37,144	38,41	37,299	38,761	39,956	38,432	38,353	36,512	37,621	30,343	38,298	37,727	38,142	
52	1	52,	38,567	36,434	37,364	39,223	36,881	40,73	39,937	39,77	39,077	39,444	38,884	29,278	32,149	37,837	37,76	37,722	37,108	38,385	37,264	38,745	39,953	38,404	38,325	36,426	37,582	30,232	38,263	37,684	38,111	
53	1	53,	38,547	36,395	37,33	39,205	36,826	40,739	39,924	39,755	39,065	39,429	38,87	29,178	32,004	37,8	37,724	37,681	37,073	38,36	37,229	38,729	39,949	38,376	38,296	36,339	37,543	30,123	38,228	37,642	38,08	
54	1	54,	38,527	36,357	37,296	39,187	36,771	40,748	39,911	39,741	39,054	39,415	38,856	29,079	31,861	37,765	37,688	37,641	37,037	38,335	37,195	38,713	39,946	38,348	38,267	36,253	37,505	30,016	38,192	37,599	38,049	
55	1	55,	38,507	36,318	37,262	39,169	36,716	40,758	39,899	39,726	39,042	39,4	38,842	28,983	31,721	37,729	37,652	37,601	37,002	38,31	37,16	38,697	39,943	38,321	38,239	36,168	37,467	29,911	38,158	37,557	38,018	
56	1	56,	38,487	36,281	37,229	39,151	36,66	40,767	39,886	39,711	39,031	39,386	38,828	28,889	31,583	37,693	37,616	37,561	36,968	38,286	37,126	38,681	39,939	38,293	38,211	36,083	37,429	29,808	38,123	37,515	37,987	
57	1	57,	38,467	36,243	37,196	39,133	36,605	40,776	39,873	39,696	39,019	39,371	38,814	28,797	31,447	37,657	37,581	37,521	36,933	38,261	37,093	38,665	39,935	38,266	38,182	35,998	37,392	29,707	38,088	37,473	37,956	
58	1	58,	38,447	36,206	37,163	39,115	36,55	40,784	39,859	39,681	39,008	39,356	38,8	28,707	31,313	37,622	37,545	37,481	36,899	38,236	37,059	38,649	39,932	38,238	38,154	35,914	37,354	29,608	38,053	37,431	37,926	
59	1	59,	38,427	36,169	37,13	39,097	36,496	40,793	39,846	39,666	38,996	39,341	38,785	28,619	31,181	37,586	37,51	37,441	36,865	38,212	37,025	38,633	39,928	38,211	38,126	35,83	37,317	29,511	38,019	37,389	37,895	
60	1	60,	38,407	36,132	37,098	39,079	36,441	40,802	39,833	39,65	38,985	39,326	38,771	28,532	31,052	37,551	37,474	37,401	36,831	38,187	36,992	38,617	39,924	38,183	38,097	35,746	37,279	29,416	37,985	37,347	37,864	
61	1	61,	38,387	36,095	37,066	39,061	36,386	40,81	39,819	39,635	38,973	39,311	38,757	28,448	30,924	37,516	37,439	37,362	36,797	38,163	36,959	38,601	39,919	38,156	38,069	35,664	37,242	29,322	37,95	37,306	37,834	
62	1	62,	38,368	36,059	37,034	39,043	36,332	40,818	39,806	39,62	38,962	39,296	38,743	28,365	30,799	37,48	37,404	37,323	36,763	38,138	36,926	38,586	39,915	38,129	38,041	35,581	37,205	29,23	37,916	37,264	37,803	
63	1	63,	38,348	36,023	37,002	39,025	36,277	40,826	39,792	39,605	38,951	39,28	38,728	28,284	30,675	37,445	37,369	37,283	36,73	38,114	36,894	38,57	39,911	38,102	38,013	35,499	37,169	29,14	37,882	37,223	37,772	
64	1	64,	38,328	35,987	36,97	39,007	36,223	40,834	39,778	39,589	38,939	39,265	38,714	28,205	30,554	37,41	37,334	37,244	36,697	38,09	36,861	38,554	39,906	38,074	37,985	35,418	37,132	29,051	37,848	37,181	37,742	
65	1	65,	38,309	35,951	36,939	38,989	36,169	40,842	39,765	39,574	38,928	39,25	38,7	28,127	30,435	37,376	37,3	37,205	36,664	38,066	36,829	38,538	39,901	38,047	37,957	35,337	37,096	28,964	37,815	37,14	37,712	
66	1	66,	38,289	35,916	36,908	38,97	36,115	40,85	39,751	39,559	38,916	39,234	38,685	28,051	30,318	37,341	37,265	37,166	36,631	38,041	36,797	38,523	39,897	38,02	37,929	35,257	37,059	28,878	37,781	37,099	37,681	
67	1	67,	38,269	35,881	36,877	38,952	36,061	40,858	39,737	39,543	38,905	39,219	38,671	27,977	30,202	37,306	37,231	37,127	36,598	38,017	36,765	38,507	39,892	37,993	37,901	35,177	37,023	28,794	37,748	37,058	37,651	
68	1	68,	38,25	35,846	36,847	38,934	36,008	40,865	39,723	39,528	38,894	39,203	38,657	27,903	30,089	37,272	37,196	37,089	36,566	37,993	36,734	38,491	39,887	37,966	37,873	35,098	36,987	28,712	37,714	37,017	37,621	
69	1	69,	38,23	35,811	36,816	38,916	35,954	40,872	39,708	39,513	38,882	39,187	38,642	27,832	29,977	37,237	37,162	37,05	36,534	37,969	36,702	38,476	39,881	37,939	37,845	35,019	36,951	28,63	37,681	36,976	37,59	
70	1	70,	38,211	35,776	36,786	38,898	35,901	40,88	39,694	39,497	38,871	39,172	38,628	27,761	29,867	37,203	37,128	37,012	36,502	37,945	36,671	38,46	39,876	37,913	37,818	34,941	36,916	28,55	37,648	36,935	37,56	
71	1	71,	38,192	35,742	36,756	38,879	35,848	40,887	39,68	39,482	38,86	39,156	38,613	27,692	29,759	37,169	37,093	36,973	36,47	37,921	36,64	38,445	39,871	37,886	37,79	34,863	36,88	28,472	37,615	36,894	37,53	
72	1	72,	38,172	35,708	36,726	38,861	35,795	40,893	39,666	39,466	38,848	39,14	38,599	27,624	29,652	37,135	37,059	36,935	36,438	37,897	36,609	38,429	39,865	37,859	37,762	34,786	36,845	28,394	37,582	36,854	37,5	
73	1	73,	38,153	35,674	36,696	38,843	35,742	40,9	39,651	39,451	38,837	39,124	38,584	27,558	29,548	37,101	37,025	36,897	36,406	37,873	36,578	38,413	39,859	37,832	37,734	34,709	36,809	28,318	37,549	36,813	37,47	
74	1	74,	38,133	35,64	36,667	38,825	35,689	40,907	39,637	39,435	38,826	39,108	38,57	27,492	29,445	37,067	36,992	36,859	36,375	37,849	36,547	38,398	39,853	37,806	37,706	34,634	36,774	28,243	37,516	36,772	37,44	
75	1	75,	38,114	35,606	36,638	38,806	35,637	40,913	39,622	39,42	38,815	39,092	38,555	27,428	29,343	37,033	36,958	36,821	36,343	37,826	36,517	38,382	39,848	37,779	37,679	34,558	36,739	28,17	37,484	36,732	37,41	
76	1	76,	38,095	35,573	36,609	38,788	35,585	40,919	39,608	39,404	38,803	39,076	38,541	27,365	29,244	36,999	36,924	36,783	36,312	37,802	36,487	38,366	39,841	37,752	37,651	34,483	36,704	28,097	37,451	36,692	37,38	
77	1	77,	38,075	35,54	36,58	38,77	35,533	40,926	39,593	39,389	38,792	39,06	38,526	27,304	29,146	36,965	36,891	36,746	36,281	37,778	36,457	38,351	39,835	37,726	37,623	34,409	36,67	28,026	37,419	36,651	37,351	
78	1	78,	38,056	35,506	36,551	38,752	35,481	40,932	39,578	39,373	38,781	39,044	38,512	27,243	29,049	36,932	36,857	36,708	36,25	37,754	36,427	38,335	39,829	37,699	37,596	34,335	36,635	27,956	37,387	36,611	37,321	
79	1	79,	38,037	35,474	36,522	38,733	35,429	40,937	39,563	39,358	38,769	39,027	38,497	27,183	28,954	36,898	36,824	36,671	36,219	37,731	36,397	38,32	39,822	37,673	37,568	34,262	36,6	27,887	37,355	36,571	37,291	
80	1	80,	38,018	35,441	36,494	38,715	35,378	40,943	39,549	39,342	38,758	39,011	38,482	27,125	28,86	36,865	36,79	36,633	36,189	37,707	36,368	38,304	39,816	37,647	37,541	34,189	36,566	27,819	37,323	36,531	37,261	
81	1	81,	37,999	35,408	36,466	38,697	35,326	40,949	39,534	39,326	38,747	38,995	38,468	27,067	28,768	36,832	36,757	36,596	36,158	37,684	36,338	38,288	39,809	37,62	37,513	34,117	36,532	27,752	37,291	36,491	37,232	
82	1	82,	37,979	35,376	36,438	38,678	35,275	40,954	39,519	39,311	38,736	38,978	38,453	27,01	28,678	36,798	36,724	36,559	36,128	37,66	36,309	38,273	39,802	37,594	37,485	34,046	36,498	27,686	37,259	36,451	37,202	
83	1	83,	37,96	35,344	36,41	38,66	35,224	40,959	39,504	39,295	38,724	38,962	38,438	26,955	28,588	36,765	36,691	36,522	36,097	37,637	36,28	38,257	39,795	37,568	37,458	33,975	36,464	27,621	37,228	36,411	37,173	
84	1	84,	37,941	35,312	36,382	38,642	35,174	40,964	39,489	39,28	38,713	38,945	38,423	26,9	28,501	36,732	36,658	36,485	36,067	37,613	36,251	38,242	39,788	37,541	37,43	33,904	36,43	27,557	37,196	36,371	37,143	
85	1	85,	37,922	35,28	36,355	38,623	35,123	40,969	39,474	39,264	38,702	38,929	38,408	26,846	28,414	36,699	36,625	36,448	36,037	37,59	36,223	38,226	39,781	37,515	37,403	33,834	36,396	27,493	37,165	36,331	37,114	
86	1	86,	37,903	35,248	36,327	38,605	35,073	40,974	39,459	39,249	38,691	38,912	38,394	26,793	28,329	36,666	36,592	36,412	36,007	37,567	36,194	38,21	39,774	37,489	37,375	33,765	36,362	27,431	37,133	36,292	37,085	
87	1	87,	37,884	35,217	36,3	38,586	35,023	40,978	39,444	39,233	38,679	38,895	38,379	26,741	28,245	36,634	36,56	36,375	35,977	37,543	36,166	38,195	39,766	37,463	37,348	33,696	36,329	27,37	37,102	36,252	37,055	
88	1	88,	37,865	35,185	36,273	38,568	34,973	40,983	39,429	39,218	38,668	38,879	38,364	26,69	28,162	36,601	36,527	36,339	35,948	37,52	36,137	38,179	39,759	37,437	37,32	33,628	36,296	27,309	37,071	36,213	37,026	
89	1	89,	37,846	35,154	36,246	38,55	34,923	40,987	39,414	39,202	38,657	38,862	38,349	26,639	28,081	36,568	36,494	36,303	35,918	37,497	36,109	38,163	39,751	37,411	37,293	33,56	36,262	27,25	37,04	36,173	36,997	
90	1	90,	37,827	35,123	36,219	38,531	34,874	40,991	39,399	39,187	38,646	38,845	38,334	26,589	28,001	36,536	36,462	36,266	35,889	37,474	36,081	38,148	39,744	37,385	37,266	33,493	36,229	27,191	37,009	36,134	36,968	
91	1	91,	37,808	35,092	36,192	38,513	34,825	40,995	39,383	39,171	38,634	38,828	38,319	26,541	27,922	36,504	36,43	36,23	35,86	37,451	36,053	38,132	39,736	37,359	37,238	33,426	36,196	27,133	36,979	36,094	36,938	
92	1	92,	37,789	35,061	36,166	38,494	34,776	40,999	39,368	39,156	38,623	38,811	38,304	26,492	27,844	36,471	36,397	36,194	35,83	37,428	36,026	38,117	39,728	37,333	37,211	33,36	36,163	27,076	36,948	36,055	36,909	
93	1	93,	37,77	35,03	36,139	38,476	34,727	41,003	39,353	39,14	38,612	38,794	38,289	26,445	27,767	36,439	36,365	36,159	35,801	37,405	35,998	38,101	39,72	37,308	37,183	33,294	36,13	27,02	36,917	36,016	36,88	
94	1	94,	37,751	35,	36,113	38,458	34,678	41,007	39,338	39,125	38,6	38,777	38,274	26,398	27,692	36,407	36,333	36,123	35,772	37,382	35,971	38,085	39,711	37,282	37,156	33,229	36,098	26,964	36,887	35,976	36,851	
95	1	95,	37,732	34,969	36,087	38,439	34,63	41,01	39,322	39,11	38,589	38,76	38,259	26,352	27,617	36,375	36,301	36,087	35,743	37,359	35,944	38,07	39,703	37,256	37,129	33,164	36,065	26,909	36,857	35,937	36,822	
96	1	96,	37,713	34,939	36,061	38,421	34,582	41,013	39,307	39,094	38,578	38,743	38,244	26,307	27,544	36,343	36,269	36,052	35,715	37,336	35,916	38,054	39,695	37,23	37,101	33,1	36,033	26,855	36,827	35,898	36,794	
97	1	97,	37,694	34,909	36,035	38,402	34,534	41,016	39,292	39,079	38,567	38,726	38,229	26,262	27,471	36,311	36,237	36,016	35,686	37,313	35,889	38,038	39,686	37,205	37,074	33,036	36,	26,802	36,796	35,859	36,765	
98	1	98,	37,675	34,879	36,009	38,384	34,486	41,019	39,276	39,063	38,555	38,709	38,214	26,218	27,4	36,279	36,205	35,981	35,657	37,29	35,863	38,023	39,677	37,179	37,047	32,973	35,968	26,749	36,766	35,82	36,736	
99	1	99,	37,656	34,849	35,984	38,365	34,438	41,022	39,261	39,048	38,544	38,692	38,199	26,175	27,33	36,247	36,173	35,946	35,629	37,268	35,836	38,007	39,669	37,154	37,019	32,911	35,936	26,697	36,737	35,781	36,707	
100	1	100,	37,637	34,819	35,958	38,347	34,391	41,025	39,246	39,033	38,533	38,675	38,184	26,132	27,26	36,216	36,141	35,911	35,601	37,245	35,809	37,991	39,66	37,128	36,992	32,848	35,904	26,646	36,707	35,742	36,679	
101	1	101,	37,618	34,79	35,933	38,329	34,344	41,027	39,23	39,017	38,521	38,658	38,168	26,09	27,192	36,184	36,11	35,876	35,572	37,222	35,783	37,975	39,651	37,103	36,965	32,787	35,872	26,596	36,677	35,703	36,65	
102	1	102,	37,599	34,76	35,907	38,31	34,297	41,03	39,215	39,002	38,51	38,64	38,153	26,049	27,125	36,152	36,078	35,841	35,544	37,2	35,757	37,96	39,642	37,077	36,937	32,725	35,84	26,546	36,647	35,665	36,621	
