	Steps	Time [s]	[A] Probe1_Carrier_center [°C]	[B] Probe2_Carrier_corner1 [°C]	[C] Probe3_GuideRail_top [°C]	[D] Probe4_GuideRail_middle [°C]	[E] Probe5_GuideRail_bottom [°C]	[F] Probe6_MotorBase_front [°C]	[G] Probe7_MotorBase_side [°C]	[H] Probe8_MotorBase_corner [°C]	[I] Probe11_Structure_front_1 [°C]	[J] Probe12_Structure_front_2 [°C]	[K] Probe13_Structure_front_3 [°C]	[L] Probe14_Structure_front_4 [°C]	[M] Probe15_Structure_lateral_1 [°C]	[N] Probe16_Structure_lateral_2 [°C]	[O] Probe18_Structure_lateral_4 [°C]	[P] Probe19_Structure_lateral_5 [°C]	[Q] Probe20_Structure_top_1 [°C]	[R] Probe21_Structure_top_2 [°C]	[S] Probe22_Structure_top_3 [°C]	[T] Probe23_Structure_top_4 [°C]	[U] Probe24_Structure_back_1 [°C]	[V] Probe25_Structure_back_2 [°C]	[W] Probe26_Structure_back_3 [°C]	[X] Probe27_Structure_back_4 [°C]	[Y] Probe28_Structure_back_5 [°C]	[Z] Probe29_Structure_back_6 [°C]	[AA] Probe9_Temperature_BearingTop [°C]	[AB] Probe10_Temperature_BearingBottom [°C]	[AC] Probe17_Temperature_Structure_lateral_3 [°C]	
11	1	11,	20,109	20,321	20,184	20,246	20,188	20,27	20,276	20,281	20,078	20,014	20,103	22,054	20,354	20,122	20,129	20,119	20,227	20,111	20,213	20,088	20,	20,08	20,088	20,107	20,127	21,468	20,063	20,108	20,116	
12	1	12,	20,114	20,336	20,195	20,261	20,2	20,283	20,289	20,295	20,081	20,016	20,108	22,324	20,428	20,13	20,138	20,127	20,24	20,117	20,224	20,095	20,	20,087	20,095	20,123	20,138	21,673	20,07	20,119	20,123	
13	1	13,	20,119	20,351	20,206	20,275	20,213	20,296	20,303	20,31	20,085	20,017	20,112	22,589	20,512	20,138	20,146	20,135	20,252	20,123	20,234	20,101	20,	20,093	20,101	20,14	20,148	21,878	20,078	20,129	20,13	
14	1	14,	20,125	20,365	20,217	20,29	20,226	20,309	20,316	20,324	20,088	20,019	20,116	22,847	20,605	20,146	20,155	20,143	20,263	20,128	20,245	20,107	20,	20,099	20,108	20,16	20,159	22,08	20,086	20,14	20,136	
15	1	15,	20,13	20,379	20,228	20,304	20,24	20,321	20,33	20,338	20,092	20,021	20,12	23,097	20,707	20,154	20,164	20,152	20,275	20,134	20,255	20,113	20,	20,106	20,114	20,183	20,169	22,279	20,093	20,151	20,143	
16	1	16,	20,135	20,392	20,239	20,318	20,254	20,333	20,343	20,352	20,095	20,023	20,124	23,339	20,816	20,162	20,173	20,16	20,286	20,14	20,266	20,12	20,	20,112	20,121	20,207	20,179	22,474	20,101	20,161	20,15	
17	1	17,	20,14	20,405	20,25	20,332	20,268	20,346	20,355	20,365	20,098	20,025	20,127	23,573	20,931	20,17	20,181	20,169	20,297	20,145	20,276	20,126	20,	20,118	20,128	20,235	20,19	22,665	20,109	20,172	20,157	
18	1	18,	20,144	20,418	20,26	20,345	20,282	20,358	20,368	20,379	20,101	20,027	20,131	23,8	21,052	20,179	20,19	20,177	20,308	20,151	20,286	20,132	20,	20,124	20,134	20,264	20,2	22,851	20,117	20,182	20,164	
19	1	19,	20,149	20,431	20,271	20,359	20,297	20,37	20,38	20,392	20,104	20,029	20,134	24,018	21,179	20,187	20,199	20,186	20,319	20,157	20,296	20,137	20,	20,131	20,141	20,296	20,21	23,034	20,125	20,193	20,171	
20	1	20,	20,154	20,444	20,281	20,372	20,313	20,382	20,393	20,405	20,107	20,031	20,138	24,228	21,309	20,195	20,208	20,194	20,33	20,162	20,306	20,143	20,	20,137	20,147	20,33	20,22	23,211	20,133	20,203	20,178	
21	1	21,	20,159	20,456	20,291	20,385	20,329	20,394	20,405	20,418	20,11	20,034	20,141	24,432	21,444	20,204	20,216	20,203	20,34	20,168	20,316	20,149	20,	20,143	20,154	20,367	20,229	23,385	20,141	20,214	20,185	
22	1	22,	20,164	20,468	20,302	20,398	20,345	20,406	20,417	20,431	20,113	20,036	20,144	24,628	21,581	20,212	20,225	20,212	20,35	20,173	20,325	20,155	20,	20,149	20,16	20,406	20,239	23,554	20,149	20,224	20,191	
23	1	23,	20,168	20,48	20,312	20,41	20,362	20,418	20,429	20,444	20,116	20,038	20,148	24,818	21,721	20,22	20,234	20,221	20,361	20,179	20,335	20,161	20,001	20,156	20,167	20,446	20,249	23,718	20,157	20,235	20,198	
24	1	24,	20,173	20,492	20,322	20,423	20,38	20,429	20,441	20,457	20,119	20,04	20,151	25,001	21,863	20,228	20,242	20,23	20,371	20,185	20,344	20,167	20,001	20,162	20,173	20,489	20,259	23,879	20,165	20,245	20,205	
25	1	25,	20,178	20,504	20,332	20,435	20,398	20,441	20,453	20,47	20,121	20,042	20,154	25,178	22,007	20,237	20,251	20,238	20,381	20,19	20,354	20,173	20,001	20,168	20,179	20,533	20,268	24,035	20,173	20,255	20,212	
26	1	26,	20,182	20,515	20,342	20,447	20,417	20,453	20,465	20,483	20,124	20,045	20,157	25,349	22,152	20,245	20,259	20,247	20,391	20,196	20,363	20,178	20,001	20,174	20,186	20,579	20,278	24,187	20,182	20,266	20,219	
27	1	27,	20,187	20,527	20,351	20,459	20,436	20,465	20,477	20,495	20,127	20,047	20,16	25,515	22,297	20,253	20,268	20,256	20,4	20,201	20,372	20,184	20,001	20,18	20,192	20,626	20,287	24,336	20,19	20,276	20,226	
28	1	28,	20,191	20,538	20,361	20,471	20,456	20,477	20,489	20,508	20,129	20,049	20,163	25,675	22,443	20,262	20,276	20,265	20,41	20,207	20,381	20,19	20,001	20,186	20,198	20,675	20,297	24,48	20,198	20,286	20,232	
29	1	29,	20,196	20,549	20,371	20,482	20,476	20,488	20,501	20,521	20,132	20,052	20,166	25,83	22,589	20,27	20,285	20,274	20,42	20,212	20,391	20,196	20,001	20,192	20,205	20,725	20,306	24,621	20,206	20,297	20,239	
30	1	30,	20,201	20,56	20,381	20,494	20,497	20,5	20,513	20,534	20,135	20,054	20,17	25,981	22,735	20,278	20,293	20,283	20,429	20,218	20,4	20,202	20,001	20,199	20,211	20,777	20,316	24,759	20,214	20,307	20,246	
31	1	31,	20,205	20,571	20,39	20,505	20,518	20,512	20,524	20,546	20,137	20,057	20,173	26,127	22,881	20,286	20,302	20,292	20,439	20,223	20,409	20,207	20,001	20,205	20,217	20,829	20,325	24,893	20,223	20,317	20,253	
32	1	32,	20,21	20,582	20,4	20,517	20,54	20,524	20,536	20,559	20,14	20,059	20,176	26,268	23,026	20,295	20,31	20,301	20,448	20,229	20,418	20,213	20,002	20,211	20,224	20,883	20,334	25,024	20,231	20,328	20,26	
33	1	33,	20,214	20,592	20,409	20,528	20,562	20,536	20,548	20,571	20,143	20,062	20,179	26,405	23,17	20,303	20,318	20,31	20,457	20,234	20,426	20,219	20,002	20,217	20,23	20,937	20,343	25,152	20,239	20,338	20,267	
34	1	34,	20,219	20,603	20,418	20,539	20,585	20,548	20,56	20,584	20,145	20,064	20,182	26,538	23,313	20,311	20,327	20,319	20,466	20,24	20,435	20,225	20,002	20,223	20,236	20,993	20,353	25,276	20,247	20,348	20,273	
35	1	35,	20,223	20,614	20,428	20,55	20,608	20,559	20,571	20,596	20,148	20,067	20,185	26,668	23,456	20,319	20,335	20,328	20,476	20,245	20,444	20,23	20,002	20,229	20,243	21,048	20,362	25,398	20,256	20,359	20,28	
36	1	36,	20,228	20,624	20,437	20,56	20,631	20,571	20,583	20,609	20,15	20,069	20,188	26,793	23,597	20,327	20,343	20,337	20,485	20,251	20,453	20,236	20,003	20,235	20,249	21,105	20,371	25,517	20,264	20,369	20,287	
37	1	37,	20,232	20,634	20,446	20,571	20,655	20,583	20,595	20,622	20,153	20,072	20,191	26,915	23,736	20,336	20,352	20,347	20,494	20,256	20,461	20,242	20,003	20,241	20,255	21,162	20,38	25,633	20,272	20,379	20,294	
38	1	38,	20,237	20,645	20,455	20,581	20,679	20,595	20,606	20,634	20,156	20,075	20,194	27,034	23,875	20,344	20,36	20,356	20,502	20,262	20,47	20,248	20,003	20,247	20,261	21,22	20,389	25,747	20,28	20,389	20,301	
39	1	39,	20,241	20,655	20,464	20,592	20,704	20,607	20,618	20,647	20,158	20,077	20,197	27,149	24,012	20,352	20,368	20,365	20,511	20,267	20,479	20,253	20,003	20,253	20,268	21,278	20,398	25,858	20,288	20,4	20,308	
40	1	40,	20,246	20,665	20,473	20,602	20,729	20,619	20,629	20,659	20,161	20,08	20,2	27,261	24,147	20,36	20,377	20,374	20,52	20,273	20,487	20,259	20,004	20,259	20,274	21,336	20,407	25,966	20,297	20,41	20,314	
41	1	41,	20,25	20,675	20,482	20,612	20,754	20,63	20,641	20,671	20,163	20,083	20,203	27,371	24,281	20,368	20,385	20,383	20,529	20,278	20,495	20,265	20,004	20,265	20,28	21,395	20,416	26,072	20,305	20,42	20,321	
42	1	42,	20,254	20,685	20,491	20,622	20,78	20,642	20,653	20,684	20,166	20,085	20,206	27,477	24,414	20,376	20,393	20,392	20,538	20,284	20,504	20,271	20,005	20,271	20,286	21,454	20,425	26,176	20,313	20,43	20,328	
43	1	43,	20,259	20,695	20,5	20,632	20,806	20,654	20,664	20,696	20,168	20,088	20,209	27,58	24,544	20,385	20,401	20,401	20,546	20,289	20,512	20,276	20,005	20,277	20,293	21,513	20,434	26,277	20,321	20,441	20,335	
44	1	44,	20,263	20,705	20,509	20,642	20,832	20,666	20,676	20,709	20,171	20,091	20,213	27,681	24,673	20,393	20,409	20,41	20,555	20,295	20,521	20,282	20,005	20,283	20,299	21,573	20,443	26,376	20,329	20,451	20,342	
45	1	45,	20,268	20,714	20,517	20,652	20,859	20,678	20,687	20,721	20,173	20,094	20,216	27,78	24,8	20,401	20,418	20,419	20,563	20,3	20,529	20,288	20,006	20,289	20,305	21,632	20,451	26,474	20,337	20,461	20,348	
46	1	46,	20,272	20,724	20,526	20,662	20,886	20,69	20,699	20,734	20,176	20,097	20,219	27,875	24,926	20,409	20,426	20,428	20,572	20,306	20,537	20,294	20,006	20,295	20,311	21,692	20,46	26,569	20,346	20,472	20,355	
47	1	47,	20,276	20,734	20,535	20,671	20,913	20,702	20,711	20,746	20,178	20,1	20,222	27,969	25,049	20,417	20,434	20,437	20,58	20,311	20,545	20,3	20,007	20,301	20,317	21,751	20,469	26,662	20,354	20,482	20,362	
48	1	48,	20,281	20,743	20,543	20,681	20,941	20,713	20,722	20,759	20,181	20,102	20,225	28,06	25,171	20,425	20,442	20,446	20,589	20,316	20,553	20,305	20,007	20,307	20,324	21,811	20,478	26,753	20,362	20,492	20,369	
49	1	49,	20,285	20,753	20,552	20,69	20,968	20,725	20,734	20,771	20,183	20,105	20,228	28,149	25,291	20,433	20,45	20,455	20,597	20,322	20,562	20,311	20,008	20,313	20,33	21,871	20,486	26,842	20,37	20,503	20,376	
50	1	50,	20,289	20,763	20,56	20,7	20,996	20,737	20,745	20,783	20,186	20,108	20,231	28,235	25,41	20,441	20,458	20,464	20,605	20,327	20,57	20,317	20,008	20,319	20,336	21,93	20,495	26,93	20,378	20,513	20,382	
51	1	51,	20,294	20,772	20,569	20,709	21,024	20,749	20,757	20,796	20,188	20,111	20,234	28,32	25,526	20,449	20,466	20,473	20,614	20,333	20,578	20,323	20,009	20,325	20,342	21,989	20,504	27,015	20,386	20,523	20,389	
52	1	52,	20,298	20,781	20,577	20,718	21,052	20,761	20,768	20,808	20,191	20,114	20,237	28,402	25,641	20,457	20,474	20,482	20,622	20,338	20,586	20,329	20,01	20,331	20,349	22,049	20,512	27,099	20,394	20,534	20,396	
53	1	53,	20,302	20,791	20,586	20,727	21,081	20,773	20,78	20,821	20,193	20,117	20,241	28,483	25,754	20,465	20,482	20,491	20,63	20,344	20,594	20,334	20,01	20,337	20,355	22,108	20,521	27,182	20,402	20,544	20,403	
54	1	54,	20,307	20,8	20,594	20,737	21,109	20,785	20,791	20,833	20,195	20,12	20,244	28,562	25,865	20,473	20,49	20,5	20,638	20,349	20,601	20,34	20,011	20,343	20,361	22,167	20,53	27,263	20,41	20,555	20,41	
55	1	55,	20,311	20,809	20,602	20,745	21,138	20,797	20,803	20,845	20,198	20,123	20,247	28,639	25,975	20,481	20,498	20,509	20,646	20,355	20,609	20,346	20,012	20,349	20,367	22,226	20,538	27,342	20,418	20,565	20,416	
56	1	56,	20,315	20,819	20,61	20,754	21,167	20,808	20,814	20,858	20,2	20,127	20,25	28,714	26,082	20,489	20,506	20,518	20,654	20,36	20,617	20,352	20,012	20,355	20,373	22,284	20,547	27,42	20,426	20,576	20,423	
57	1	57,	20,32	20,828	20,619	20,763	21,196	20,82	20,826	20,87	20,203	20,13	20,253	28,788	26,189	20,497	20,514	20,527	20,662	20,365	20,625	20,358	20,013	20,361	20,38	22,343	20,555	27,496	20,434	20,587	20,43	
58	1	58,	20,324	20,837	20,627	20,772	21,225	20,832	20,837	20,883	20,205	20,133	20,256	28,859	26,293	20,505	20,522	20,536	20,67	20,371	20,633	20,364	20,014	20,367	20,386	22,401	20,564	27,571	20,442	20,597	20,437	
59	1	59,	20,328	20,846	20,635	20,781	21,255	20,844	20,848	20,895	20,208	20,136	20,26	28,93	26,396	20,513	20,53	20,545	20,678	20,376	20,641	20,369	20,015	20,373	20,392	22,459	20,572	27,644	20,45	20,608	20,443	
60	1	60,	20,333	20,855	20,643	20,789	21,284	20,856	20,86	20,907	20,21	20,139	20,263	28,999	26,497	20,521	20,538	20,554	20,686	20,382	20,648	20,375	20,016	20,379	20,398	22,517	20,581	27,716	20,458	20,619	20,45	
61	1	61,	20,337	20,864	20,651	20,798	21,314	20,868	20,871	20,92	20,213	20,142	20,266	29,066	26,596	20,529	20,546	20,563	20,694	20,387	20,656	20,381	20,017	20,385	20,405	22,574	20,589	27,787	20,466	20,629	20,457	
62	1	62,	20,341	20,873	20,659	20,807	21,343	20,88	20,883	20,932	20,215	20,145	20,269	29,132	26,694	20,537	20,554	20,572	20,702	20,392	20,664	20,387	20,017	20,391	20,411	22,631	20,597	27,856	20,474	20,64	20,464	
63	1	63,	20,345	20,882	20,667	20,815	21,373	20,892	20,894	20,944	20,218	20,149	20,272	29,196	26,79	20,545	20,562	20,581	20,71	20,398	20,671	20,393	20,018	20,397	20,417	22,688	20,606	27,925	20,482	20,651	20,471	
64	1	64,	20,35	20,891	20,675	20,823	21,403	20,904	20,906	20,957	20,22	20,152	20,276	29,259	26,885	20,553	20,57	20,59	20,717	20,403	20,679	20,399	20,019	20,403	20,424	22,744	20,614	27,992	20,49	20,662	20,477	
65	1	65,	20,354	20,9	20,683	20,832	21,433	20,916	20,917	20,969	20,222	20,155	20,279	29,321	26,978	20,56	20,578	20,599	20,725	20,409	20,686	20,404	20,02	20,409	20,43	22,8	20,622	28,058	20,498	20,673	20,484	
66	1	66,	20,358	20,909	20,69	20,84	21,463	20,928	20,928	20,981	20,225	20,159	20,282	29,381	27,07	20,568	20,585	20,608	20,733	20,414	20,694	20,41	20,021	20,415	20,436	22,856	20,631	28,122	20,506	20,684	20,491	
67	1	67,	20,363	20,918	20,698	20,848	21,493	20,94	20,94	20,994	20,227	20,162	20,285	29,441	27,16	20,576	20,593	20,616	20,741	20,419	20,701	20,416	20,022	20,42	20,443	22,912	20,639	28,186	20,514	20,695	20,498	
68	1	68,	20,367	20,927	20,706	20,857	21,523	20,952	20,951	21,006	20,23	20,165	20,289	29,499	27,249	20,584	20,601	20,625	20,748	20,425	20,709	20,422	20,023	20,426	20,449	22,967	20,647	28,248	20,522	20,706	20,504	
69	1	69,	20,371	20,936	20,714	20,865	21,553	20,964	20,963	21,018	20,232	20,168	20,292	29,555	27,336	20,592	20,609	20,634	20,756	20,43	20,716	20,428	20,024	20,432	20,455	23,022	20,656	28,31	20,53	20,717	20,511	
70	1	70,	20,375	20,944	20,721	20,873	21,583	20,975	20,974	21,031	20,235	20,172	20,295	29,611	27,422	20,6	20,617	20,643	20,764	20,436	20,724	20,434	20,026	20,438	20,462	23,076	20,664	28,37	20,538	20,728	20,518	
71	1	71,	20,38	20,953	20,729	20,881	21,614	20,987	20,985	21,043	20,237	20,175	20,299	29,666	27,506	20,607	20,625	20,652	20,771	20,441	20,731	20,44	20,027	20,444	20,468	23,13	20,672	28,43	20,545	20,739	20,525	
72	1	72,	20,384	20,962	20,737	20,889	21,644	20,999	20,997	21,055	20,24	20,179	20,302	29,719	27,589	20,615	20,633	20,661	20,779	20,446	20,738	20,446	20,028	20,45	20,475	23,184	20,68	28,488	20,553	20,751	20,531	
73	1	73,	20,388	20,971	20,744	20,897	21,674	21,011	21,008	21,067	20,242	20,182	20,305	29,772	27,671	20,623	20,64	20,67	20,786	20,452	20,746	20,452	20,029	20,456	20,481	23,238	20,688	28,546	20,561	20,762	20,538	
74	1	74,	20,392	20,979	20,752	20,905	21,704	21,023	21,019	21,08	20,244	20,185	20,309	29,823	27,752	20,631	20,648	20,678	20,794	20,457	20,753	20,457	20,03	20,462	20,487	23,291	20,697	28,602	20,569	20,773	20,545	
75	1	75,	20,397	20,988	20,759	20,913	21,735	21,035	21,031	21,092	20,247	20,189	20,312	29,874	27,831	20,639	20,656	20,687	20,801	20,462	20,76	20,463	20,031	20,468	20,494	23,343	20,705	28,658	20,577	20,785	20,551	
76	1	76,	20,401	20,997	20,767	20,92	21,765	21,047	21,042	21,104	20,249	20,192	20,315	29,924	27,909	20,646	20,664	20,696	20,809	20,468	20,767	20,469	20,033	20,474	20,501	23,396	20,713	28,713	20,585	20,796	20,558	
77	1	77,	20,405	21,005	20,774	20,928	21,795	21,059	21,053	21,116	20,252	20,196	20,319	29,972	27,985	20,654	20,671	20,705	20,816	20,473	20,774	20,475	20,034	20,48	20,507	23,448	20,721	28,767	20,592	20,808	20,565	
78	1	78,	20,409	21,014	20,782	20,936	21,826	21,071	21,064	21,129	20,254	20,199	20,322	30,02	28,061	20,662	20,679	20,713	20,824	20,478	20,782	20,481	20,035	20,485	20,514	23,499	20,729	28,82	20,6	20,819	20,572	
79	1	79,	20,414	21,022	20,789	20,944	21,856	21,083	21,076	21,141	20,257	20,203	20,326	30,067	28,135	20,67	20,687	20,722	20,831	20,484	20,789	20,487	20,037	20,491	20,52	23,551	20,737	28,872	20,608	20,831	20,578	
80	1	80,	20,418	21,031	20,797	20,951	21,886	21,095	21,087	21,153	20,259	20,206	20,329	30,113	28,208	20,677	20,695	20,731	20,839	20,489	20,796	20,493	20,038	20,497	20,527	23,601	20,745	28,924	20,616	20,843	20,585	
81	1	81,	20,422	21,039	20,804	20,959	21,917	21,107	21,098	21,165	20,262	20,21	20,333	30,158	28,28	20,685	20,702	20,74	20,846	20,494	20,803	20,499	20,039	20,503	20,534	23,652	20,753	28,974	20,623	20,855	20,592	
82	1	82,	20,426	21,048	20,811	20,966	21,947	21,119	21,109	21,178	20,264	20,213	20,336	30,203	28,351	20,693	20,71	20,748	20,853	20,5	20,81	20,505	20,041	20,509	20,54	23,702	20,761	29,024	20,631	20,867	20,599	
83	1	83,	20,431	21,056	20,819	20,974	21,977	21,131	21,121	21,19	20,266	20,217	20,339	30,246	28,42	20,701	20,718	20,757	20,861	20,505	20,817	20,511	20,042	20,515	20,547	23,752	20,769	29,073	20,639	20,879	20,605	
84	1	84,	20,435	21,065	20,826	20,981	22,007	21,143	21,132	21,202	20,269	20,22	20,343	30,289	28,489	20,708	20,726	20,766	20,868	20,51	20,824	20,517	20,044	20,521	20,554	23,801	20,777	29,122	20,646	20,891	20,612	
85	1	85,	20,439	21,073	20,833	20,989	22,038	21,155	21,143	21,214	20,271	20,224	20,346	30,331	28,557	20,716	20,733	20,774	20,875	20,516	20,831	20,523	20,045	20,527	20,56	23,85	20,785	29,17	20,654	20,903	20,619	
86	1	86,	20,443	21,082	20,84	20,996	22,068	21,167	21,154	21,226	20,274	20,228	20,35	30,373	28,623	20,724	20,741	20,783	20,883	20,521	20,838	20,529	20,047	20,532	20,567	23,899	20,793	29,217	20,662	20,915	20,625	
87	1	87,	20,448	21,09	20,847	21,004	22,098	21,179	21,165	21,239	20,276	20,231	20,353	30,413	28,689	20,731	20,749	20,792	20,89	20,526	20,845	20,535	20,048	20,538	20,574	23,947	20,801	29,263	20,669	20,927	20,632	
88	1	88,	20,452	21,098	20,855	21,011	22,128	21,191	21,177	21,251	20,279	20,235	20,357	30,453	28,753	20,739	20,756	20,8	20,897	20,532	20,852	20,541	20,05	20,544	20,581	23,995	20,809	29,309	20,677	20,939	20,639	
89	1	89,	20,456	21,107	20,862	21,019	22,158	21,203	21,188	21,263	20,281	20,238	20,36	30,493	28,817	20,747	20,764	20,809	20,904	20,537	20,859	20,547	20,052	20,55	20,588	24,043	20,817	29,354	20,685	20,952	20,646	
90	1	90,	20,46	21,115	20,869	21,026	22,188	21,215	21,199	21,275	20,284	20,242	20,364	30,531	28,879	20,754	20,772	20,818	20,912	20,542	20,866	20,553	20,053	20,556	20,595	24,09	20,825	29,398	20,692	20,964	20,652	
91	1	91,	20,465	21,123	20,876	21,033	22,218	21,227	21,21	21,287	20,286	20,246	20,368	30,569	28,941	20,762	20,779	20,826	20,919	20,548	20,873	20,559	20,055	20,562	20,602	24,137	20,833	29,442	20,7	20,976	20,659	
92	1	92,	20,469	21,132	20,883	21,04	22,248	21,239	21,221	21,299	20,289	20,249	20,371	30,607	29,002	20,77	20,787	20,835	20,926	20,553	20,88	20,565	20,057	20,568	20,609	24,184	20,841	29,485	20,708	20,989	20,666	
93	1	93,	20,473	21,14	20,89	21,048	22,278	21,251	21,232	21,311	20,291	20,253	20,375	30,644	29,062	20,777	20,795	20,844	20,933	20,558	20,887	20,571	20,058	20,574	20,616	24,23	20,849	29,528	20,715	21,002	20,672	
94	1	94,	20,478	21,148	20,897	21,055	22,307	21,263	21,243	21,324	20,294	20,257	20,378	30,68	29,121	20,785	20,802	20,852	20,94	20,564	20,893	20,577	20,06	20,579	20,623	24,275	20,857	29,57	20,723	21,014	20,679	
95	1	95,	20,482	21,156	20,904	21,062	22,337	21,275	21,255	21,336	20,296	20,26	20,382	30,715	29,179	20,793	20,81	20,861	20,947	20,569	20,9	20,583	20,062	20,585	20,63	24,321	20,865	29,611	20,73	21,027	20,686	
96	1	96,	20,486	21,165	20,911	21,069	22,367	21,287	21,266	21,348	20,299	20,264	20,386	30,751	29,236	20,8	20,818	20,869	20,955	20,574	20,907	20,589	20,064	20,591	20,637	24,366	20,872	29,652	20,738	21,04	20,692	
97	1	97,	20,49	21,173	20,918	21,076	22,396	21,299	21,277	21,36	20,301	20,268	20,389	30,785	29,293	20,808	20,825	20,878	20,962	20,579	20,914	20,595	20,065	20,597	20,644	24,411	20,88	29,693	20,746	21,053	20,699	
98	1	98,	20,495	21,181	20,925	21,083	22,426	21,311	21,288	21,372	20,304	20,272	20,393	30,819	29,349	20,815	20,833	20,886	20,969	20,585	20,92	20,601	20,067	20,603	20,651	24,455	20,888	29,733	20,753	21,066	20,706	
99	1	99,	20,499	21,189	20,932	21,09	22,456	21,323	21,299	21,384	20,306	20,275	20,397	30,853	29,403	20,823	20,841	20,895	20,976	20,59	20,927	20,607	20,069	20,609	20,659	24,499	20,896	29,772	20,761	21,079	20,713	
100	1	100,	20,503	21,197	20,939	21,097	22,485	21,335	21,31	21,396	20,309	20,279	20,4	30,886	29,458	20,83	20,848	20,903	20,983	20,595	20,934	20,613	20,071	20,614	20,666	24,543	20,904	29,811	20,768	21,092	20,719	
101	1	101,	20,507	21,205	20,946	21,104	22,514	21,347	21,321	21,408	20,311	20,283	20,404	30,918	29,511	20,838	20,856	20,912	20,99	20,601	20,941	20,619	20,073	20,62	20,673	24,586	20,911	29,849	20,776	21,105	20,726	
102	1	102,	20,512	21,214	20,952	21,111	22,544	21,359	21,332	21,42	20,314	20,287	20,408	30,95	29,564	20,846	20,863	20,92	20,997	20,606	20,947	20,625	20,075	20,626	20,681	24,63	20,919	29,887	20,783	21,118	20,733	
